State,District,Year,Quarter,Total_transaction,Transaction_amount
Rajasthan,tonk district,2020,Q1 (Jan - Mar),1486166,2330303454
Rajasthan,jodhpur district,2020,Q1 (Jan - Mar),3807384,7642170733
Rajasthan,karauli district,2020,Q1 (Jan - Mar),872739,1576364869
Rajasthan,udaipur district,2020,Q1 (Jan - Mar),2735381,3947849172
Rajasthan,dausa district,2020,Q1 (Jan - Mar),2290731,3676225560
Rajasthan,nagaur district,2020,Q1 (Jan - Mar),1885285,4010256396
Rajasthan,bharatpur district,2020,Q1 (Jan - Mar),1367810,2575506371
Rajasthan,barmer district,2020,Q1 (Jan - Mar),1446721,3237769273
Rajasthan,ajmer district,2020,Q1 (Jan - Mar),2642400,5228150510
Rajasthan,chittorgarh district,2020,Q1 (Jan - Mar),1182462,2269539791
Rajasthan,hanumangarh district,2020,Q1 (Jan - Mar),1183791,2435546396
Rajasthan,pratapgarh district,2020,Q1 (Jan - Mar),221448,454661673
Rajasthan,sawai madhopur district,2020,Q1 (Jan - Mar),1331196,2019196353
Rajasthan,jalore district,2020,Q1 (Jan - Mar),663865,1393546229
Rajasthan,bikaner district,2020,Q1 (Jan - Mar),1798288,3442445414
Rajasthan,sikar district,2020,Q1 (Jan - Mar),2898431,6198159589
Rajasthan,dholpur district,2020,Q1 (Jan - Mar),421077,887503401
Rajasthan,sirohi district,2020,Q1 (Jan - Mar),546429,983010164
Rajasthan,rajsamand district,2020,Q1 (Jan - Mar),715929,1539560603
Rajasthan,jaisalmer district,2020,Q1 (Jan - Mar),555603,1161655859
Rajasthan,bundi district,2020,Q1 (Jan - Mar),712522,1016319030
Rajasthan,jhalawar district,2020,Q1 (Jan - Mar),894980,1662289227
Rajasthan,alwar district,2020,Q1 (Jan - Mar),5046369,9090012850
Rajasthan,kota district,2020,Q1 (Jan - Mar),3282916,4272102864
Rajasthan,jhunjhunu district,2020,Q1 (Jan - Mar),1634493,3486033430
Sikkim,south district,2020,Q1 (Jan - Mar),82456,138401236
Sikkim,west district,2020,Q1 (Jan - Mar),49913,100981561
Sikkim,east district,2020,Q1 (Jan - Mar),360279,729478141
Sikkim,north district,2020,Q1 (Jan - Mar),35470,84615332
Tamil Nadu,tiruchirappalli district,2020,Q1 (Jan - Mar),1199094,2346754055
Tamil Nadu,ramanathapuram district,2020,Q1 (Jan - Mar),268096,551491648
Tamil Nadu,krishnagiri district,2020,Q1 (Jan - Mar),1806032,3381602583
Tamil Nadu,cuddalore district,2020,Q1 (Jan - Mar),669682,1217389579
Tamil Nadu,kancheepuram district,2020,Q1 (Jan - Mar),3618880,5144042351
Tamil Nadu,tiruppur district,2020,Q1 (Jan - Mar),1918620,3829323477
Tamil Nadu,dharmapuri district,2020,Q1 (Jan - Mar),710147,1428767862
Tamil Nadu,thoothukkudi district,2020,Q1 (Jan - Mar),429017,812706179
Tamil Nadu,thanjavur district,2020,Q1 (Jan - Mar),741474,1219035469
Tamil Nadu,madurai district,2020,Q1 (Jan - Mar),1334450,2667507196
Tamil Nadu,tiruvannamalai district,2020,Q1 (Jan - Mar),701438,1285320071
Tamil Nadu,salem district,2020,Q1 (Jan - Mar),1816883,3938965855
Tamil Nadu,nagapattinam district,2020,Q1 (Jan - Mar),286488,547649427
Tamil Nadu,tirupathur district,2020,Q1 (Jan - Mar),497274,918744039
Tamil Nadu,ariyalur district,2020,Q1 (Jan - Mar),165086,313673706
Tamil Nadu,chennai district,2020,Q1 (Jan - Mar),21747309,40923609646
Tamil Nadu,the nilgiris district,2020,Q1 (Jan - Mar),286999,541866233
Tamil Nadu,erode district,2020,Q1 (Jan - Mar),1099499,2216542209
Tamil Nadu,karur district,2020,Q1 (Jan - Mar),295868,575547948
Tamil Nadu,kallakkurichi district,2020,Q1 (Jan - Mar),389050,749829658
Tamil Nadu,viluppuram district,2020,Q1 (Jan - Mar),597802,1047289608
Tamil Nadu,pudukkottai district,2020,Q1 (Jan - Mar),311955,586368876
Tamil Nadu,perambalur district,2020,Q1 (Jan - Mar),145161,268745282
Tamil Nadu,coimbatore district,2020,Q1 (Jan - Mar),6238270,11125605562
Tamil Nadu,virudhunagar district,2020,Q1 (Jan - Mar),479760,905206376
Tamil Nadu,dindigul district,2020,Q1 (Jan - Mar),709993,1404557847
Tamil Nadu,sivaganga district,2020,Q1 (Jan - Mar),325464,668117971
Tamil Nadu,tenkasi district,2020,Q1 (Jan - Mar),243203,464791849
Tamil Nadu,chengalpattu district,2020,Q1 (Jan - Mar),8891884,10378205348
Tamil Nadu,kanniyakumari district,2020,Q1 (Jan - Mar),496514,897557961
Tamil Nadu,tirunelveli district,2020,Q1 (Jan - Mar),456558,862756791
Tamil Nadu,thiruvallur district,2020,Q1 (Jan - Mar),5190597,8255497494
Tamil Nadu,theni district,2020,Q1 (Jan - Mar),317448,663250209
Tamil Nadu,ranipet district,2020,Q1 (Jan - Mar),510180,954319079
Tamil Nadu,namakkal district,2020,Q1 (Jan - Mar),608364,1275350220
Tamil Nadu,vellore district,2020,Q1 (Jan - Mar),1236004,1793602013
Tamil Nadu,thiruvarur district,2020,Q1 (Jan - Mar),212930,408094487
Telangana,narayanpet district,2020,Q1 (Jan - Mar),455130,1067253461
Telangana,nalgonda district,2020,Q1 (Jan - Mar),2636023,6345459438
Telangana,jangaon district,2020,Q1 (Jan - Mar),1358798,2902674909
Telangana,bhadradri kothagudem district,2020,Q1 (Jan - Mar),1849454,4548915939
Telangana,warangal rural district,2020,Q1 (Jan - Mar),1380277,2762397108
Telangana,kumuram bheem asifabad district,2020,Q1 (Jan - Mar),431200,924829748
Telangana,nizamabad district,2020,Q1 (Jan - Mar),2202642,4951415940
Telangana,adilabad district,2020,Q1 (Jan - Mar),521578,1199179008
Telangana,rajanna sircilla district,2020,Q1 (Jan - Mar),771444,1821242659
Telangana,nagarkurnool district,2020,Q1 (Jan - Mar),1379087,3566283298
Telangana,peddapalle district,2020,Q1 (Jan - Mar),1794982,3975776398
Telangana,nirmal district,2020,Q1 (Jan - Mar),654090,1616088714
Telangana,mahabubabad district,2020,Q1 (Jan - Mar),1131336,2380623170
Telangana,sangareddy district,2020,Q1 (Jan - Mar),4610027,8691296108
Telangana,wanaparthy district,2020,Q1 (Jan - Mar),705583,1719603962
Telangana,vikarabad district,2020,Q1 (Jan - Mar),966022,2067670438
Telangana,jagtial district,2020,Q1 (Jan - Mar),1100444,2555776130
Telangana,yadadri bhuvanagiri district,2020,Q1 (Jan - Mar),1677327,3614895962
Telangana,medak district,2020,Q1 (Jan - Mar),969091,1971427872
Telangana,mahbubnagar district,2020,Q1 (Jan - Mar),1439754,3050397769
Telangana,jaya shankar bhalupally district,2020,Q1 (Jan - Mar),837146,2203226556
Telangana,warangal urban district,2020,Q1 (Jan - Mar),6200767,12008422912
Telangana,rangareddy district,2020,Q1 (Jan - Mar),31802492,45881228273
Telangana,hyderabad district,2020,Q1 (Jan - Mar),94177232,183207208610
Telangana,suryapet district,2020,Q1 (Jan - Mar),1427044,3295595248
Telangana,jogulamba gadwal district,2020,Q1 (Jan - Mar),692408,1613421876
Telangana,kamareddy district,2020,Q1 (Jan - Mar),1148492,2474184242
Telangana,mulugu district,2020,Q1 (Jan - Mar),436187,1155104119
Telangana,medchal malkajgiri district,2020,Q1 (Jan - Mar),25458101,37404467180
Telangana,karimnagar district,2020,Q1 (Jan - Mar),3037633,6437076498
Telangana,mancherial district,2020,Q1 (Jan - Mar),1708111,4017582988
Telangana,siddipet district,2020,Q1 (Jan - Mar),1912271,4387174573
Telangana,khammam district,2020,Q1 (Jan - Mar),2537352,5525879243
Tripura,unakoti district,2020,Q1 (Jan - Mar),37292,65629411
Tripura,khowai district,2020,Q1 (Jan - Mar),43027,73376986
Tripura,sepahijala district,2020,Q1 (Jan - Mar),82186,153302286
Tripura,north tripura district,2020,Q1 (Jan - Mar),71460,109976480
Tripura,dhalai district,2020,Q1 (Jan - Mar),61425,99410788
Tripura,south tripura district,2020,Q1 (Jan - Mar),89869,155003031
Tripura,gomati district,2020,Q1 (Jan - Mar),77355,136218979
Tripura,west tripura district,2020,Q1 (Jan - Mar),461888,795860840
Uttar Pradesh,amethi district,2020,Q1 (Jan - Mar),442934,793055435
Uttar Pradesh,siddharthnagar district,2020,Q1 (Jan - Mar),504094,1283921562
Uttar Pradesh,auraiya district,2020,Q1 (Jan - Mar),360206,682438846
Uttar Pradesh,sambhal district,2020,Q1 (Jan - Mar),298047,654304412
Uttar Pradesh,kanpur nagar district,2020,Q1 (Jan - Mar),3526062,6302890117
Uttar Pradesh,aligarh district,2020,Q1 (Jan - Mar),1516382,2754661142
Uttar Pradesh,mahoba district,2020,Q1 (Jan - Mar),154842,287091201
Uttar Pradesh,lucknow district,2020,Q1 (Jan - Mar),15484604,35175437631
Uttar Pradesh,sant kabeer nagar district,2020,Q1 (Jan - Mar),376434,871941750
Uttar Pradesh,hathras district,2020,Q1 (Jan - Mar),410971,765970604
Uttar Pradesh,budaun district,2020,Q1 (Jan - Mar),392219,721291549
Uttar Pradesh,moradabad district,2020,Q1 (Jan - Mar),932327,2034344657
Uttar Pradesh,kushinagar district,2020,Q1 (Jan - Mar),1152792,2476570738
Uttar Pradesh,baghpat district,2020,Q1 (Jan - Mar),530997,1065565623
Uttar Pradesh,shahjahanpur district,2020,Q1 (Jan - Mar),476637,793820511
Uttar Pradesh,muzaffarnagar district,2020,Q1 (Jan - Mar),818233,1624414500
Uttar Pradesh,ambedkar nagar district,2020,Q1 (Jan - Mar),557894,932648937
Uttar Pradesh,bahraich district,2020,Q1 (Jan - Mar),362621,778183420
Uttar Pradesh,jalaun district,2020,Q1 (Jan - Mar),402254,726128672
Uttar Pradesh,rampur district,2020,Q1 (Jan - Mar),387893,758935764
Uttar Pradesh,ballia district,2020,Q1 (Jan - Mar),867431,1679776535
Uttar Pradesh,shravasti district,2020,Q1 (Jan - Mar),92811,209037108
Uttar Pradesh,kasganj district,2020,Q1 (Jan - Mar),236602,425135235
Uttar Pradesh,varanasi district,2020,Q1 (Jan - Mar),3542507,5628921241
Uttar Pradesh,gautam buddha nagar district,2020,Q1 (Jan - Mar),16781339,19356764212
Uttar Pradesh,basti district,2020,Q1 (Jan - Mar),648494,1477236381
Uttar Pradesh,shamli district,2020,Q1 (Jan - Mar),350784,711886138
Uttar Pradesh,maharajganj district,2020,Q1 (Jan - Mar),620464,1388800583
Uttar Pradesh,etawah district,2020,Q1 (Jan - Mar),439975,802347947
Uttar Pradesh,etah district,2020,Q1 (Jan - Mar),332256,646289351
Uttar Pradesh,banda district,2020,Q1 (Jan - Mar),263634,458003138
Uttar Pradesh,bijnor district,2020,Q1 (Jan - Mar),752927,1457705665
Uttar Pradesh,hardoi district,2020,Q1 (Jan - Mar),477639,782383247
Uttar Pradesh,balrampur district,2020,Q1 (Jan - Mar),268711,678927768
Uttar Pradesh,amroha district,2020,Q1 (Jan - Mar),477955,1019191449
Uttar Pradesh,pilibhit district,2020,Q1 (Jan - Mar),368547,563616486
Uttar Pradesh,mainpuri district,2020,Q1 (Jan - Mar),386043,707602152
Uttar Pradesh,kanpur dehat district,2020,Q1 (Jan - Mar),356453,690188080
Uttar Pradesh,jaunpur district,2020,Q1 (Jan - Mar),1180411,2252491479
Uttar Pradesh,kaushambi district,2020,Q1 (Jan - Mar),209052,399878336
Uttar Pradesh,hapur district,2020,Q1 (Jan - Mar),774089,1439175871
Uttar Pradesh,hamirpur district,2020,Q1 (Jan - Mar),225126,394456129
Uttar Pradesh,meerut district,2020,Q1 (Jan - Mar),2734403,5750006817
Uttar Pradesh,mathura district,2020,Q1 (Jan - Mar),1331532,2552190691
Uttar Pradesh,chitrakoot district,2020,Q1 (Jan - Mar),152213,298433903
Uttar Pradesh,lalitpur district,2020,Q1 (Jan - Mar),295766,510364241
Uttar Pradesh,mau district,2020,Q1 (Jan - Mar),446716,852393229
Uttar Pradesh,mirzapur district,2020,Q1 (Jan - Mar),553170,1031890445
Uttar Pradesh,bulandshahr district,2020,Q1 (Jan - Mar),1151908,2063457475
Uttar Pradesh,gonda district,2020,Q1 (Jan - Mar),599465,1440352646
Uttar Pradesh,jhansi district,2020,Q1 (Jan - Mar),1147735,2142737654
Uttar Pradesh,chandauli district,2020,Q1 (Jan - Mar),537509,937666614
Uttar Pradesh,bhadohi district,2020,Q1 (Jan - Mar),378029,648953452
Uttar Pradesh,pratapgarh district,2020,Q1 (Jan - Mar),616605,1177453541
Uttar Pradesh,saharanpur district,2020,Q1 (Jan - Mar),1272320,2264046332
Uttar Pradesh,bara banki district,2020,Q1 (Jan - Mar),567581,898106303
Uttar Pradesh,bareilly district,2020,Q1 (Jan - Mar),1552726,2644081691
Uttar Pradesh,sitapur district,2020,Q1 (Jan - Mar),558492,831382287
Uttar Pradesh,sultanpur district,2020,Q1 (Jan - Mar),557876,1015816552
Uttar Pradesh,agra district,2020,Q1 (Jan - Mar),2580164,4626649236
Uttar Pradesh,fatehpur district,2020,Q1 (Jan - Mar),356379,643900349
Uttar Pradesh,rae bareli district,2020,Q1 (Jan - Mar),523048,1028160710
Uttar Pradesh,firozabad district,2020,Q1 (Jan - Mar),660551,1122434154
Uttar Pradesh,kheri district,2020,Q1 (Jan - Mar),645801,953226295
Uttar Pradesh,gorakhpur district,2020,Q1 (Jan - Mar),1933805,3977529990
Uttar Pradesh,unnao district,2020,Q1 (Jan - Mar),512648,816053858
Uttar Pradesh,prayagraj district,2020,Q1 (Jan - Mar),3666845,6073221861
Uttar Pradesh,sonbhadra district,2020,Q1 (Jan - Mar),634133,1284630207
Uttar Pradesh,ghazipur district,2020,Q1 (Jan - Mar),886756,1754768855
Uttar Pradesh,farrukhabad district,2020,Q1 (Jan - Mar),389097,688461310
Uttar Pradesh,kannauj district,2020,Q1 (Jan - Mar),314330,537738592
Uttar Pradesh,azamgarh district,2020,Q1 (Jan - Mar),963531,1894632195
Uttar Pradesh,ayodhya district,2020,Q1 (Jan - Mar),707638,1365557406
Uttar Pradesh,deoria district,2020,Q1 (Jan - Mar),1000897,1938521663
Uttar Pradesh,ghaziabad district,2020,Q1 (Jan - Mar),8267770,11998182771
Uttarakhand,bageshwar district,2020,Q1 (Jan - Mar),58220,84722349
Uttarakhand,udham singh nagar district,2020,Q1 (Jan - Mar),1320641,2462031686
Uttarakhand,haridwar district,2020,Q1 (Jan - Mar),1746548,2829682337
Uttarakhand,champawat district,2020,Q1 (Jan - Mar),71250,114406606
Uttarakhand,nainital district,2020,Q1 (Jan - Mar),591916,1012419762
Uttarakhand,dehradun district,2020,Q1 (Jan - Mar),4292172,7855577949
Uttarakhand,chamoli district,2020,Q1 (Jan - Mar),122706,211908675
Uttarakhand,almora district,2020,Q1 (Jan - Mar),158941,262516586
Uttarakhand,uttarkashi district,2020,Q1 (Jan - Mar),96469,176256181
Uttarakhand,pithoragarh district,2020,Q1 (Jan - Mar),132585,231555480
Uttarakhand,rudraprayag district,2020,Q1 (Jan - Mar),74461,122618449
Uttarakhand,pauri garhwal district,2020,Q1 (Jan - Mar),265239,428956086
Uttarakhand,tehri garhwal district,2020,Q1 (Jan - Mar),200636,365428107
West Bengal,south twenty four parganas district,2020,Q1 (Jan - Mar),3069175,4200261969
West Bengal,purba bardhaman district,2020,Q1 (Jan - Mar),2150646,2438981957
West Bengal,uttar dinajpur district,2020,Q1 (Jan - Mar),792676,1466551396
West Bengal,kalimpong district,2020,Q1 (Jan - Mar),58372,110122361
West Bengal,murshidabad district,2020,Q1 (Jan - Mar),3036374,4375324882
West Bengal,paschim medinipur district,2020,Q1 (Jan - Mar),2731293,3365470258
West Bengal,dakshin dinajpur district,2020,Q1 (Jan - Mar),550767,696102264
West Bengal,jalpaiguri district,2020,Q1 (Jan - Mar),559462,1059113100
West Bengal,purulia district,2020,Q1 (Jan - Mar),1140216,871268565
West Bengal,north twenty four parganas district,2020,Q1 (Jan - Mar),9836478,12633823318
West Bengal,bankura district,2020,Q1 (Jan - Mar),2512191,1888506492
West Bengal,jhargram district,2020,Q1 (Jan - Mar),356885,326921359
West Bengal,howrah district,2020,Q1 (Jan - Mar),2488292,3616357560
West Bengal,hooghly district,2020,Q1 (Jan - Mar),3231486,3828835634
West Bengal,kolkata district,2020,Q1 (Jan - Mar),18756562,33530346186
West Bengal,koch bihar district,2020,Q1 (Jan - Mar),738889,1207985915
West Bengal,alipurduar district,2020,Q1 (Jan - Mar),375417,716232148
West Bengal,paschim bardhaman district,2020,Q1 (Jan - Mar),3018166,4107372380
West Bengal,nadia district,2020,Q1 (Jan - Mar),2617674,3333078525
West Bengal,birbhum district,2020,Q1 (Jan - Mar),2113805,2267725581
West Bengal,purba medinipur district,2020,Q1 (Jan - Mar),3016163,4413323999
West Bengal,maldah district,2020,Q1 (Jan - Mar),1603861,3096983602
West Bengal,darjiling district,2020,Q1 (Jan - Mar),1495531,3102615730
Andaman & Nicobar,north and middle andaman district,2020,Q2 (Apr - Jun),10979,22447714
Andaman & Nicobar,south andaman district,2020,Q2 (Apr - Jun),48088,132855778
Andaman & Nicobar,nicobars district,2020,Q2 (Apr - Jun),3895,14341508
Andhra Pradesh,east godavari district,2020,Q2 (Apr - Jun),13130334,26319906327
Andhra Pradesh,srikakulam district,2020,Q2 (Apr - Jun),6425515,12153650076
Andhra Pradesh,spsr nellore district,2020,Q2 (Apr - Jun),9454274,20665376460
Andhra Pradesh,vizianagaram district,2020,Q2 (Apr - Jun),6690313,12819344389
Andhra Pradesh,visakhapatnam district,2020,Q2 (Apr - Jun),25300401,48293889917
Andhra Pradesh,prakasam district,2020,Q2 (Apr - Jun),8844580,19846026726
Andhra Pradesh,anantapur district,2020,Q2 (Apr - Jun),10473739,22094006659
Andhra Pradesh,ysr district,2020,Q2 (Apr - Jun),8033609,19597207268
Andhra Pradesh,west godavari district,2020,Q2 (Apr - Jun),7273096,16585866855
Andhra Pradesh,kurnool district,2020,Q2 (Apr - Jun),9821381,22419372061
Andhra Pradesh,chittoor district,2020,Q2 (Apr - Jun),14848197,27361300300
Andhra Pradesh,guntur district,2020,Q2 (Apr - Jun),12308707,27463593607
Andhra Pradesh,krishna district,2020,Q2 (Apr - Jun),12313709,26964149095
Arunachal Pradesh,lower dibang valley district,2020,Q2 (Apr - Jun),26234,42360072
Arunachal Pradesh,lower subansiri district,2020,Q2 (Apr - Jun),25703,46133123
Arunachal Pradesh,longding district,2020,Q2 (Apr - Jun),20664,54678022
Arunachal Pradesh,west siang district,2020,Q2 (Apr - Jun),32777,72790231
Arunachal Pradesh,kamle district,2020,Q2 (Apr - Jun),2397,4126243
Arunachal Pradesh,upper siang district,2020,Q2 (Apr - Jun),10899,28048492
Arunachal Pradesh,tirap district,2020,Q2 (Apr - Jun),28830,63497030
Arunachal Pradesh,papum pare district,2020,Q2 (Apr - Jun),221728,535085907
Arunachal Pradesh,kurung kumey district,2020,Q2 (Apr - Jun),3847,11359743
Arunachal Pradesh,anjaw district,2020,Q2 (Apr - Jun),7617,18795023
Arunachal Pradesh,siang district,2020,Q2 (Apr - Jun),9827,18585670
Arunachal Pradesh,lower siang district,2020,Q2 (Apr - Jun),13321,23571085
Arunachal Pradesh,kra daadi district,2020,Q2 (Apr - Jun),5264,15730996
Arunachal Pradesh,changlang district,2020,Q2 (Apr - Jun),69279,128572447
Arunachal Pradesh,pakke kessang district,2020,Q2 (Apr - Jun),3558,4635272
Arunachal Pradesh,dibang valley district,2020,Q2 (Apr - Jun),966,2559724
Arunachal Pradesh,west kameng district,2020,Q2 (Apr - Jun),95421,251395972
Arunachal Pradesh,shi yomi district,2020,Q2 (Apr - Jun),302,1222863
Arunachal Pradesh,east siang district,2020,Q2 (Apr - Jun),55680,112693868
Arunachal Pradesh,upper subansiri district,2020,Q2 (Apr - Jun),18056,43140688
Arunachal Pradesh,east kameng district,2020,Q2 (Apr - Jun),11791,40506284
Arunachal Pradesh,lohit district,2020,Q2 (Apr - Jun),56541,114730675
Arunachal Pradesh,lepa rada district,2020,Q2 (Apr - Jun),8601,16064862
Arunachal Pradesh,tawang district,2020,Q2 (Apr - Jun),44499,121561732
Arunachal Pradesh,namsai district,2020,Q2 (Apr - Jun),34972,54870798
Assam,tinsukia district,2020,Q2 (Apr - Jun),420620,618021383
Assam,lakhimpur district,2020,Q2 (Apr - Jun),272571,350989858
Assam,kamrup district,2020,Q2 (Apr - Jun),461735,696378364
Assam,kokrajhar district,2020,Q2 (Apr - Jun),172597,308298837
Assam,karbi anglong district,2020,Q2 (Apr - Jun),183647,292585692
Assam,sivasagar district,2020,Q2 (Apr - Jun),220014,286719380
Assam,dibrugarh district,2020,Q2 (Apr - Jun),447580,678491572
Assam,south salmara mancachar district,2020,Q2 (Apr - Jun),83003,196672059
Assam,nagaon district,2020,Q2 (Apr - Jun),521404,889592664
Assam,dhubri district,2020,Q2 (Apr - Jun),279128,458359612
Assam,golaghat district,2020,Q2 (Apr - Jun),290221,381486790
Assam,udalguri district,2020,Q2 (Apr - Jun),166432,268857082
Assam,majuli district,2020,Q2 (Apr - Jun),40396,51674787
Assam,sonitpur district,2020,Q2 (Apr - Jun),510820,899403354
Assam,hojai district,2020,Q2 (Apr - Jun),172987,285298432
Assam,marigaon district,2020,Q2 (Apr - Jun),240281,429689787
Assam,chirang district,2020,Q2 (Apr - Jun),112936,166769974
Assam,cachar district,2020,Q2 (Apr - Jun),448258,671325302
Assam,nalbari district,2020,Q2 (Apr - Jun),198498,254116361
Assam,west karbi anglong district,2020,Q2 (Apr - Jun),42806,49256668
Assam,dhemaji district,2020,Q2 (Apr - Jun),205941,328331122
Assam,karimganj district,2020,Q2 (Apr - Jun),219675,348307355
Assam,bongaigaon district,2020,Q2 (Apr - Jun),215359,339332330
Assam,dima hasao district,2020,Q2 (Apr - Jun),90255,143371839
Assam,baksa district,2020,Q2 (Apr - Jun),220877,363494158
Assam,charaideo district,2020,Q2 (Apr - Jun),132136,187405994
Assam,darrang district,2020,Q2 (Apr - Jun),191116,334935860
Assam,kamrup metropolitan district,2020,Q2 (Apr - Jun),2543890,7190215278
Assam,hailakandi district,2020,Q2 (Apr - Jun),145539,214091717
Assam,barpeta district,2020,Q2 (Apr - Jun),519590,967512954
Assam,goalpara district,2020,Q2 (Apr - Jun),261762,485118707
Assam,biswanath district,2020,Q2 (Apr - Jun),166278,223505041
Assam,jorhat district,2020,Q2 (Apr - Jun),306847,406689798
Bihar,madhepura district,2020,Q2 (Apr - Jun),694489,1926390841
Bihar,purnia district,2020,Q2 (Apr - Jun),1220645,3144206568
Bihar,nalanda district,2020,Q2 (Apr - Jun),1236612,2511735768
Bihar,buxar district,2020,Q2 (Apr - Jun),528766,1138890071
Bihar,darbhanga district,2020,Q2 (Apr - Jun),1660540,3932060943
Bihar,nawada district,2020,Q2 (Apr - Jun),830738,1856990665
Bihar,jamui district,2020,Q2 (Apr - Jun),616481,1292352801
Bihar,sheikhpura district,2020,Q2 (Apr - Jun),190302,406544187
Bihar,siwan district,2020,Q2 (Apr - Jun),1496472,3205163656
Bihar,muzaffarpur district,2020,Q2 (Apr - Jun),2572251,5903193156
Bihar,patna district,2020,Q2 (Apr - Jun),13807801,37859920784
Bihar,jehanabad district,2020,Q2 (Apr - Jun),429941,878935641
Bihar,rohtas district,2020,Q2 (Apr - Jun),1317112,3012571093
Bihar,begusarai district,2020,Q2 (Apr - Jun),1013896,2205771257
Bihar,supaul district,2020,Q2 (Apr - Jun),782514,1940245968
Bihar,sitamarhi district,2020,Q2 (Apr - Jun),1089786,2443446938
Bihar,saran district,2020,Q2 (Apr - Jun),1590231,3305092760
Bihar,arwal district,2020,Q2 (Apr - Jun),268085,564599035
Bihar,vaishali district,2020,Q2 (Apr - Jun),1501134,3209993082
Bihar,pashchim champaran district,2020,Q2 (Apr - Jun),1947807,4653237699
Bihar,gopalganj district,2020,Q2 (Apr - Jun),1167013,2541417532
Bihar,lakhisarai district,2020,Q2 (Apr - Jun),363770,767683220
Bihar,aurangabad district,2020,Q2 (Apr - Jun),1130661,2486444709
Bihar,kaimur bhabua district,2020,Q2 (Apr - Jun),543289,1285754641
Bihar,araria district,2020,Q2 (Apr - Jun),858907,2480203645
Bihar,munger district,2020,Q2 (Apr - Jun),522173,1029703568
Bihar,katihar district,2020,Q2 (Apr - Jun),1255101,3151138413
Bihar,khagaria district,2020,Q2 (Apr - Jun),576287,1467466198
Bihar,saharsa district,2020,Q2 (Apr - Jun),823372,2081765908
Bihar,bhagalpur district,2020,Q2 (Apr - Jun),1561760,3998834364
Bihar,madhubani district,2020,Q2 (Apr - Jun),1777506,4146168147
Bihar,kishanganj district,2020,Q2 (Apr - Jun),526568,1487107954
Bihar,gaya district,2020,Q2 (Apr - Jun),1972685,4100072381
Bihar,samastipur district,2020,Q2 (Apr - Jun),1536299,3614031763
Bihar,banka district,2020,Q2 (Apr - Jun),458109,844160854
Bihar,purbi champaran district,2020,Q2 (Apr - Jun),2357758,5443836316
Bihar,sheohar district,2020,Q2 (Apr - Jun),205238,451476592
Bihar,bhojpur district,2020,Q2 (Apr - Jun),954643,2037914496
Chandigarh,chandigarh district,2020,Q2 (Apr - Jun),1528010,3847015729
Chhattisgarh,dhamtari district,2020,Q2 (Apr - Jun),417014,710351734
Chhattisgarh,korba district,2020,Q2 (Apr - Jun),944646,1508035673
Chhattisgarh,surajpur district,2020,Q2 (Apr - Jun),359594,668176436
Chhattisgarh,baloda bazar district,2020,Q2 (Apr - Jun),633348,1023037088
Chhattisgarh,sukma district,2020,Q2 (Apr - Jun),142964,350776600
Chhattisgarh,raigarh district,2020,Q2 (Apr - Jun),1086995,1795114177
Chhattisgarh,janjgir champa district,2020,Q2 (Apr - Jun),1248433,2013421603
Chhattisgarh,jashpur district,2020,Q2 (Apr - Jun),352428,567530236
Chhattisgarh,balod district,2020,Q2 (Apr - Jun),375043,548044714
Chhattisgarh,kabirdham district,2020,Q2 (Apr - Jun),326874,523719319
Chhattisgarh,surguja district,2020,Q2 (Apr - Jun),533916,943051720
Chhattisgarh,dantewada district,2020,Q2 (Apr - Jun),185996,395884888
Chhattisgarh,gariyaband district,2020,Q2 (Apr - Jun),256651,474806305
Chhattisgarh,durg district,2020,Q2 (Apr - Jun),2269659,3224351699
Chhattisgarh,rajnandgaon district,2020,Q2 (Apr - Jun),673472,1115085386
Chhattisgarh,raipur district,2020,Q2 (Apr - Jun),4506567,8132937028
Chhattisgarh,narayanpur district,2020,Q2 (Apr - Jun),79049,144153919
Chhattisgarh,kanker district,2020,Q2 (Apr - Jun),386419,720470774
Chhattisgarh,korea district,2020,Q2 (Apr - Jun),386555,725095695
Chhattisgarh,mungeli district,2020,Q2 (Apr - Jun),233660,403225447
Chhattisgarh,bilaspur district,2020,Q2 (Apr - Jun),1317592,2187204544
Chhattisgarh,balrampur district,2020,Q2 (Apr - Jun),364767,863677503
Chhattisgarh,bijapur district,2020,Q2 (Apr - Jun),178476,411677296
Chhattisgarh,bemetara district,2020,Q2 (Apr - Jun),326694,493432459
Chhattisgarh,bastar district,2020,Q2 (Apr - Jun),464740,971932585
Chhattisgarh,kondagaon district,2020,Q2 (Apr - Jun),214666,365998866
Chhattisgarh,mahasamund district,2020,Q2 (Apr - Jun),554707,987188501
Dadra and Nagar Haveli and Daman and Diu,diu district,2020,Q2 (Apr - Jun),23866,42875002
Dadra and Nagar Haveli and Daman and Diu,daman district,2020,Q2 (Apr - Jun),342171,440492998
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli district,2020,Q2 (Apr - Jun),607115,819008453
Delhi,south district,2020,Q2 (Apr - Jun),3631140,4698622938
Delhi,central district,2020,Q2 (Apr - Jun),17641823,30418597739
Delhi,new delhi district,2020,Q2 (Apr - Jun),13713658,27033383045
Delhi,west district,2020,Q2 (Apr - Jun),5753319,8981471481
