State,Year,Quarter,Transaction_type,Total_transaction,Transaction_amount
Andaman & Nicobar,2018,Q3 (Jul - Sep),Others,194,314343
Andhra Pradesh,2018,Q3 (Jul - Sep),Peer-to-peer payments,16129591,32738630444
Andhra Pradesh,2018,Q3 (Jul - Sep),Recharge & bill payments,7542005,1949098146
Andhra Pradesh,2018,Q3 (Jul - Sep),Merchant payments,1225416,685277254
Andhra Pradesh,2018,Q3 (Jul - Sep),Financial Services,380324,60790077
Andhra Pradesh,2018,Q3 (Jul - Sep),Others,348725,284248675
Arunachal Pradesh,2018,Q3 (Jul - Sep),Recharge & bill payments,74122,15997565
Arunachal Pradesh,2018,Q3 (Jul - Sep),Peer-to-peer payments,49740,308106303
Arunachal Pradesh,2018,Q3 (Jul - Sep),Merchant payments,4738,5505694
Arunachal Pradesh,2018,Q3 (Jul - Sep),Financial Services,507,72133
Arunachal Pradesh,2018,Q3 (Jul - Sep),Others,2039,2044708
Assam,2018,Q3 (Jul - Sep),Recharge & bill payments,1275136,254569069
Assam,2018,Q3 (Jul - Sep),Peer-to-peer payments,843571,3424136709
Assam,2018,Q3 (Jul - Sep),Merchant payments,159532,96783839
Assam,2018,Q3 (Jul - Sep),Financial Services,22677,4741123
Assam,2018,Q3 (Jul - Sep),Others,50935,30904247
Bihar,2018,Q3 (Jul - Sep),Peer-to-peer payments,8893764,18695889187
Bihar,2018,Q3 (Jul - Sep),Recharge & bill payments,4401439,804061398
Bihar,2018,Q3 (Jul - Sep),Merchant payments,586862,367608510
Bihar,2018,Q3 (Jul - Sep),Financial Services,274510,33276460
Bihar,2018,Q3 (Jul - Sep),Others,211229,234968821
Chandigarh,2018,Q3 (Jul - Sep),Peer-to-peer payments,295358,1217617705
Chandigarh,2018,Q3 (Jul - Sep),Recharge & bill payments,236445,100639674
Chandigarh,2018,Q3 (Jul - Sep),Merchant payments,64998,37560565
Chandigarh,2018,Q3 (Jul - Sep),Financial Services,7642,1302311
Chandigarh,2018,Q3 (Jul - Sep),Others,12493,12234189
Chhattisgarh,2018,Q3 (Jul - Sep),Recharge & bill payments,1911374,443460556
Chhattisgarh,2018,Q3 (Jul - Sep),Peer-to-peer payments,1619886,5647949187
Chhattisgarh,2018,Q3 (Jul - Sep),Merchant payments,220572,145342066
Chhattisgarh,2018,Q3 (Jul - Sep),Financial Services,31927,6195179
Chhattisgarh,2018,Q3 (Jul - Sep),Others,75845,59360083
Dadra and Nagar Haveli and Daman and Diu,2018,Q3 (Jul - Sep),Recharge & bill payments,157113,39790820
Dadra and Nagar Haveli and Daman and Diu,2018,Q3 (Jul - Sep),Peer-to-peer payments,119346,396698085
Dadra and Nagar Haveli and Daman and Diu,2018,Q3 (Jul - Sep),Merchant payments,7465,5693604
Dadra and Nagar Haveli and Daman and Diu,2018,Q3 (Jul - Sep),Financial Services,1477,297647
Dadra and Nagar Haveli and Daman and Diu,2018,Q3 (Jul - Sep),Others,4174,5159437
Delhi,2018,Q3 (Jul - Sep),Peer-to-peer payments,8557153,22670122888
Delhi,2018,Q3 (Jul - Sep),Recharge & bill payments,5305635,3261844270
Delhi,2018,Q3 (Jul - Sep),Merchant payments,3808395,1048422633
Delhi,2018,Q3 (Jul - Sep),Financial Services,274526,45051151
Delhi,2018,Q3 (Jul - Sep),Others,601339,350405916
Goa,2018,Q3 (Jul - Sep),Recharge & bill payments,158797,40314972
Goa,2018,Q3 (Jul - Sep),Peer-to-peer payments,150297,639468418
Goa,2018,Q3 (Jul - Sep),Merchant payments,21587,26634198
Goa,2018,Q3 (Jul - Sep),Financial Services,1867,468171
Goa,2018,Q3 (Jul - Sep),Others,6963,6281208
Gujarat,2018,Q3 (Jul - Sep),Peer-to-peer payments,5287200,15272745137
Gujarat,2018,Q3 (Jul - Sep),Recharge & bill payments,5117168,1938041688
Gujarat,2018,Q3 (Jul - Sep),Merchant payments,573440,466209496
Gujarat,2018,Q3 (Jul - Sep),Financial Services,136468,24930605
Gujarat,2018,Q3 (Jul - Sep),Others,219873,164477497
Haryana,2018,Q3 (Jul - Sep),Peer-to-peer payments,3753981,14429454356
Haryana,2018,Q3 (Jul - Sep),Recharge & bill payments,3203386,1310467515
Haryana,2018,Q3 (Jul - Sep),Merchant payments,1003057,427387637
Haryana,2018,Q3 (Jul - Sep),Financial Services,100452,17323790
Haryana,2018,Q3 (Jul - Sep),Others,201148,190505707
Himachal Pradesh,2018,Q3 (Jul - Sep),Recharge & bill payments,457449,108456077
Himachal Pradesh,2018,Q3 (Jul - Sep),Peer-to-peer payments,362755,1596570994
Himachal Pradesh,2018,Q3 (Jul - Sep),Merchant payments,40675,31168155
Himachal Pradesh,2018,Q3 (Jul - Sep),Financial Services,8182,1552275
Himachal Pradesh,2018,Q3 (Jul - Sep),Others,17693,16293930
Jammu & Kashmir,2018,Q3 (Jul - Sep),Peer-to-peer payments,1260453,3616022745
Jammu & Kashmir,2018,Q3 (Jul - Sep),Recharge & bill payments,822143,203079955
Jammu & Kashmir,2018,Q3 (Jul - Sep),Merchant payments,140076,82826475
Jammu & Kashmir,2018,Q3 (Jul - Sep),Financial Services,44464,6397888
Jammu & Kashmir,2018,Q3 (Jul - Sep),Others,36825,26373935
Jharkhand,2018,Q3 (Jul - Sep),Peer-to-peer payments,6003688,8142915751
Jharkhand,2018,Q3 (Jul - Sep),Recharge & bill payments,1539476,256930062
Jharkhand,2018,Q3 (Jul - Sep),Merchant payments,287427,155059935
Jharkhand,2018,Q3 (Jul - Sep),Financial Services,216343,38182603
Jharkhand,2018,Q3 (Jul - Sep),Others,75687,68483065
Karnataka,2018,Q3 (Jul - Sep),Peer-to-peer payments,12863507,42819128165
Karnataka,2018,Q3 (Jul - Sep),Recharge & bill payments,8674172,3019156590
Karnataka,2018,Q3 (Jul - Sep),Merchant payments,3638065,1879406580
Karnataka,2018,Q3 (Jul - Sep),Financial Services,205740,50726023
Karnataka,2018,Q3 (Jul - Sep),Others,598777,456674396
Kerala,2018,Q3 (Jul - Sep),Peer-to-peer payments,1425259,4823239268
Kerala,2018,Q3 (Jul - Sep),Recharge & bill payments,1407588,296352497
Kerala,2018,Q3 (Jul - Sep),Merchant payments,210974,160705488
Kerala,2018,Q3 (Jul - Sep),Financial Services,37286,6170643
Kerala,2018,Q3 (Jul - Sep),Others,53241,36557326
Ladakh,2018,Q3 (Jul - Sep),Recharge & bill payments,13136,4676712
Ladakh,2018,Q3 (Jul - Sep),Peer-to-peer payments,10133,77085890
Ladakh,2018,Q3 (Jul - Sep),Merchant payments,1168,2016579
Ladakh,2018,Q3 (Jul - Sep),Financial Services,84,69317
Ladakh,2018,Q3 (Jul - Sep),Others,343,242477
Lakshadweep,2018,Q3 (Jul - Sep),Peer-to-peer payments,841,3926048
Lakshadweep,2018,Q3 (Jul - Sep),Recharge & bill payments,760,300978
Lakshadweep,2018,Q3 (Jul - Sep),Merchant payments,87,94046
Lakshadweep,2018,Q3 (Jul - Sep),Others,15,17958
Madhya Pradesh,2018,Q3 (Jul - Sep),Peer-to-peer payments,9988509,22057686208
Madhya Pradesh,2018,Q3 (Jul - Sep),Recharge & bill payments,5733261,1367773856
Madhya Pradesh,2018,Q3 (Jul - Sep),Merchant payments,784995,465390819
Madhya Pradesh,2018,Q3 (Jul - Sep),Financial Services,359440,46120458
Madhya Pradesh,2018,Q3 (Jul - Sep),Others,260780,212770861
Maharashtra,2018,Q3 (Jul - Sep),Recharge & bill payments,14371791,4547486090
Maharashtra,2018,Q3 (Jul - Sep),Peer-to-peer payments,13470065,45466534003
Maharashtra,2018,Q3 (Jul - Sep),Merchant payments,2797204,1702220875
Maharashtra,2018,Q3 (Jul - Sep),Financial Services,234598,52348968
Maharashtra,2018,Q3 (Jul - Sep),Others,664880,492227795
Manipur,2018,Q3 (Jul - Sep),Peer-to-peer payments,95204,357768750
Manipur,2018,Q3 (Jul - Sep),Recharge & bill payments,81323,13912990
Manipur,2018,Q3 (Jul - Sep),Merchant payments,7396,9180953
Manipur,2018,Q3 (Jul - Sep),Financial Services,2577,333081
Manipur,2018,Q3 (Jul - Sep),Others,2758,2135468
Meghalaya,2018,Q3 (Jul - Sep),Recharge & bill payments,60625,14231601
Meghalaya,2018,Q3 (Jul - Sep),Peer-to-peer payments,40832,187460582
Meghalaya,2018,Q3 (Jul - Sep),Merchant payments,5802,5458930
Meghalaya,2018,Q3 (Jul - Sep),Financial Services,748,552674
Meghalaya,2018,Q3 (Jul - Sep),Others,2283,2149872
Mizoram,2018,Q3 (Jul - Sep),Peer-to-peer payments,18564,108783543
Mizoram,2018,Q3 (Jul - Sep),Recharge & bill payments,17610,4050433
Mizoram,2018,Q3 (Jul - Sep),Merchant payments,2310,2952533
Mizoram,2018,Q3 (Jul - Sep),Financial Services,240,43891
Mizoram,2018,Q3 (Jul - Sep),Others,592,770335
Nagaland,2018,Q3 (Jul - Sep),Recharge & bill payments,54885,12664922
Nagaland,2018,Q3 (Jul - Sep),Peer-to-peer payments,33930,223964723
Nagaland,2018,Q3 (Jul - Sep),Merchant payments,3518,3631042
Nagaland,2018,Q3 (Jul - Sep),Financial Services,460,125171
Nagaland,2018,Q3 (Jul - Sep),Others,1578,1406883
Odisha,2018,Q3 (Jul - Sep),Peer-to-peer payments,24472139,22029087498
Odisha,2018,Q3 (Jul - Sep),Recharge & bill payments,3886392,605721781
Odisha,2018,Q3 (Jul - Sep),Financial Services,836547,97292154
Odisha,2018,Q3 (Jul - Sep),Merchant payments,729995,275532813
Odisha,2018,Q3 (Jul - Sep),Others,127082,86881527
Puducherry,2018,Q3 (Jul - Sep),Peer-to-peer payments,101817,378368361
Puducherry,2018,Q3 (Jul - Sep),Recharge & bill payments,67909,19654338
Puducherry,2018,Q3 (Jul - Sep),Merchant payments,14384,16102024
Puducherry,2018,Q3 (Jul - Sep),Financial Services,1766,395306
Puducherry,2018,Q3 (Jul - Sep),Others,4395,3138045
Punjab,2018,Q3 (Jul - Sep),Peer-to-peer payments,1684209,6173898400
Punjab,2018,Q3 (Jul - Sep),Recharge & bill payments,1381730,622737633
Punjab,2018,Q3 (Jul - Sep),Merchant payments,274458,194883994
Punjab,2018,Q3 (Jul - Sep),Financial Services,54285,9429174
Punjab,2018,Q3 (Jul - Sep),Others,67426,64737840
Rajasthan,2018,Q3 (Jul - Sep),Peer-to-peer payments,7120792,21010614922
Rajasthan,2018,Q3 (Jul - Sep),Recharge & bill payments,5894660,2252031409
Rajasthan,2018,Q3 (Jul - Sep),Merchant payments,711240,445504998
Rajasthan,2018,Q3 (Jul - Sep),Financial Services,230083,30185982
Rajasthan,2018,Q3 (Jul - Sep),Others,300323,302431358
Sikkim,2018,Q3 (Jul - Sep),Recharge & bill payments,58421,12221506
Sikkim,2018,Q3 (Jul - Sep),Peer-to-peer payments,43195,215547415
Sikkim,2018,Q3 (Jul - Sep),Merchant payments,4521,5322296
Sikkim,2018,Q3 (Jul - Sep),Financial Services,562,261766
Sikkim,2018,Q3 (Jul - Sep),Others,1801,1727241
Tamil Nadu,2018,Q3 (Jul - Sep),Peer-to-peer payments,8810836,26792462660
Tamil Nadu,2018,Q3 (Jul - Sep),Recharge & bill payments,5148411,1521551955
Tamil Nadu,2018,Q3 (Jul - Sep),Merchant payments,1290978,733189649
Tamil Nadu,2018,Q3 (Jul - Sep),Financial Services,191732,37049222
Tamil Nadu,2018,Q3 (Jul - Sep),Others,332121,245838753
Telangana,2018,Q3 (Jul - Sep),Peer-to-peer payments,11560952,29253505738
Telangana,2018,Q3 (Jul - Sep),Recharge & bill payments,5328881,1568136060
Telangana,2018,Q3 (Jul - Sep),Merchant payments,1770075,855534175
Telangana,2018,Q3 (Jul - Sep),Financial Services,307312,52554123
Telangana,2018,Q3 (Jul - Sep),Others,365483,300363110
Tripura,2018,Q3 (Jul - Sep),Peer-to-peer payments,186065,398867427
Tripura,2018,Q3 (Jul - Sep),Recharge & bill payments,156308,33484811
Tripura,2018,Q3 (Jul - Sep),Merchant payments,21476,16092396
Tripura,2018,Q3 (Jul - Sep),Financial Services,8106,1080000
Tripura,2018,Q3 (Jul - Sep),Others,5748,4338753
Uttar Pradesh,2018,Q3 (Jul - Sep),Peer-to-peer payments,13828768,32944051606
Uttar Pradesh,2018,Q3 (Jul - Sep),Recharge & bill payments,9140873,2485029062
Uttar Pradesh,2018,Q3 (Jul - Sep),Merchant payments,2397448,1012726185
Uttar Pradesh,2018,Q3 (Jul - Sep),Financial Services,603303,76605144
Uttar Pradesh,2018,Q3 (Jul - Sep),Others,544964,493702369
Uttarakhand,2018,Q3 (Jul - Sep),Peer-to-peer payments,1049725,3356030294
Uttarakhand,2018,Q3 (Jul - Sep),Recharge & bill payments,1004356,239244556
Uttarakhand,2018,Q3 (Jul - Sep),Merchant payments,112342,84447374
Uttarakhand,2018,Q3 (Jul - Sep),Financial Services,22792,4334709
Uttarakhand,2018,Q3 (Jul - Sep),Others,39917,42516103
West Bengal,2018,Q3 (Jul - Sep),Peer-to-peer payments,41882429,38439798815
West Bengal,2018,Q3 (Jul - Sep),Recharge & bill payments,7596315,1992473341
West Bengal,2018,Q3 (Jul - Sep),Merchant payments,2252265,979603555
West Bengal,2018,Q3 (Jul - Sep),Financial Services,1619524,185187032
West Bengal,2018,Q3 (Jul - Sep),Others,354883,246871438
Andaman & Nicobar,2018,Q4 (Oct - Dec),Recharge & bill payments,11517,5450549
Andaman & Nicobar,2018,Q4 (Oct - Dec),Peer-to-peer payments,10451,81001456
Andaman & Nicobar,2018,Q4 (Oct - Dec),Merchant payments,1421,3552027
Andaman & Nicobar,2018,Q4 (Oct - Dec),Financial Services,29,76035
Andaman & Nicobar,2018,Q4 (Oct - Dec),Others,340,468266
Andhra Pradesh,2018,Q4 (Oct - Dec),Peer-to-peer payments,17580086,47011639726
Andhra Pradesh,2018,Q4 (Oct - Dec),Recharge & bill payments,9767083,2418164314
Andhra Pradesh,2018,Q4 (Oct - Dec),Merchant payments,2622131,1671585888
Andhra Pradesh,2018,Q4 (Oct - Dec),Financial Services,400837,57178116
Andhra Pradesh,2018,Q4 (Oct - Dec),Others,389411,315211361
Arunachal Pradesh,2018,Q4 (Oct - Dec),Recharge & bill payments,97751,20662691
Arunachal Pradesh,2018,Q4 (Oct - Dec),Peer-to-peer payments,68169,468831493
Arunachal Pradesh,2018,Q4 (Oct - Dec),Merchant payments,7726,11998974
Arunachal Pradesh,2018,Q4 (Oct - Dec),Financial Services,561,100597
Arunachal Pradesh,2018,Q4 (Oct - Dec),Others,2222,2446271
Assam,2018,Q4 (Oct - Dec),Recharge & bill payments,1703488,317661277
Assam,2018,Q4 (Oct - Dec),Peer-to-peer payments,1279089,5284776455
Assam,2018,Q4 (Oct - Dec),Merchant payments,667293,240563395
Assam,2018,Q4 (Oct - Dec),Financial Services,28035,6331912
Assam,2018,Q4 (Oct - Dec),Others,56267,38689818
Bihar,2018,Q4 (Oct - Dec),Peer-to-peer payments,8094296,26224303882
Bihar,2018,Q4 (Oct - Dec),Recharge & bill payments,5469096,986310785
Bihar,2018,Q4 (Oct - Dec),Merchant payments,1680664,848968693
Bihar,2018,Q4 (Oct - Dec),Financial Services,237247,36199427
Bihar,2018,Q4 (Oct - Dec),Others,251098,302214380
Chandigarh,2018,Q4 (Oct - Dec),Peer-to-peer payments,431461,1793871702
Chandigarh,2018,Q4 (Oct - Dec),Recharge & bill payments,310527,128130475
Chandigarh,2018,Q4 (Oct - Dec),Merchant payments,135266,94010713
Chandigarh,2018,Q4 (Oct - Dec),Financial Services,10008,2039811
Chandigarh,2018,Q4 (Oct - Dec),Others,17854,14538888
Chhattisgarh,2018,Q4 (Oct - Dec),Recharge & bill payments,2438959,554514488
Chhattisgarh,2018,Q4 (Oct - Dec),Peer-to-peer payments,2342713,8450105299
Chhattisgarh,2018,Q4 (Oct - Dec),Merchant payments,458091,331842964
Chhattisgarh,2018,Q4 (Oct - Dec),Financial Services,42199,9709810
Chhattisgarh,2018,Q4 (Oct - Dec),Others,83882,70240102
Dadra and Nagar Haveli and Daman and Diu,2018,Q4 (Oct - Dec),Peer-to-peer payments,194214,582082154
Dadra and Nagar Haveli and Daman and Diu,2018,Q4 (Oct - Dec),Recharge & bill payments,185793,49972030
Dadra and Nagar Haveli and Daman and Diu,2018,Q4 (Oct - Dec),Merchant payments,15739,19577328
Dadra and Nagar Haveli and Daman and Diu,2018,Q4 (Oct - Dec),Financial Services,2996,371674
Dadra and Nagar Haveli and Daman and Diu,2018,Q4 (Oct - Dec),Others,5340,6747429
Delhi,2018,Q4 (Oct - Dec),Peer-to-peer payments,9973249,32389252494
Delhi,2018,Q4 (Oct - Dec),Merchant payments,9958967,2738429838
Delhi,2018,Q4 (Oct - Dec),Recharge & bill payments,7483633,3961160542
Delhi,2018,Q4 (Oct - Dec),Financial Services,265004,58162003
Delhi,2018,Q4 (Oct - Dec),Others,1506866,575852739
Goa,2018,Q4 (Oct - Dec),Peer-to-peer payments,246426,1021902315
Goa,2018,Q4 (Oct - Dec),Recharge & bill payments,212122,54832855
Goa,2018,Q4 (Oct - Dec),Merchant payments,45586,66666113
Goa,2018,Q4 (Oct - Dec),Financial Services,2523,723599
Goa,2018,Q4 (Oct - Dec),Others,8098,8880194
Gujarat,2018,Q4 (Oct - Dec),Peer-to-peer payments,6488202,21207285184
Gujarat,2018,Q4 (Oct - Dec),Recharge & bill payments,6138404,2297332323
Gujarat,2018,Q4 (Oct - Dec),Merchant payments,1656377,1088373316
Gujarat,2018,Q4 (Oct - Dec),Financial Services,133915,30699273
Gujarat,2018,Q4 (Oct - Dec),Others,316405,207297005
Haryana,2018,Q4 (Oct - Dec),Peer-to-peer payments,5905032,22416919746
Haryana,2018,Q4 (Oct - Dec),Recharge & bill payments,4116262,1671040703
Haryana,2018,Q4 (Oct - Dec),Merchant payments,2413446,1013407379
Haryana,2018,Q4 (Oct - Dec),Financial Services,120711,22252543
Haryana,2018,Q4 (Oct - Dec),Others,394732,267255642
Himachal Pradesh,2018,Q4 (Oct - Dec),Recharge & bill payments,598325,143031082
Himachal Pradesh,2018,Q4 (Oct - Dec),Peer-to-peer payments,590518,2367228879
Himachal Pradesh,2018,Q4 (Oct - Dec),Merchant payments,86963,87575811
Himachal Pradesh,2018,Q4 (Oct - Dec),Financial Services,11834,2283052
Himachal Pradesh,2018,Q4 (Oct - Dec),Others,20243,21180141
Jammu & Kashmir,2018,Q4 (Oct - Dec),Peer-to-peer payments,1265457,5151829745
Jammu & Kashmir,2018,Q4 (Oct - Dec),Recharge & bill payments,970724,254473764
Jammu & Kashmir,2018,Q4 (Oct - Dec),Merchant payments,402303,215771001
Jammu & Kashmir,2018,Q4 (Oct - Dec),Financial Services,33775,6072177
Jammu & Kashmir,2018,Q4 (Oct - Dec),Others,49051,36573577
Jharkhand,2018,Q4 (Oct - Dec),Peer-to-peer payments,3325473,9414019816
Jharkhand,2018,Q4 (Oct - Dec),Recharge & bill payments,1885135,328077093
Jharkhand,2018,Q4 (Oct - Dec),Merchant payments,845956,373435992
Jharkhand,2018,Q4 (Oct - Dec),Financial Services,136918,36357465
Jharkhand,2018,Q4 (Oct - Dec),Others,90561,90026272
Karnataka,2018,Q4 (Oct - Dec),Peer-to-peer payments,20471744,63575342228
Karnataka,2018,Q4 (Oct - Dec),Merchant payments,11812478,4751317554
Karnataka,2018,Q4 (Oct - Dec),Recharge & bill payments,11426205,4030978295
Karnataka,2018,Q4 (Oct - Dec),Financial Services,289353,71134704
Karnataka,2018,Q4 (Oct - Dec),Others,812291,579613793
Kerala,2018,Q4 (Oct - Dec),Peer-to-peer payments,2073960,6959805154
Kerala,2018,Q4 (Oct - Dec),Recharge & bill payments,1679897,351296525
Kerala,2018,Q4 (Oct - Dec),Merchant payments,417114,378857199
Kerala,2018,Q4 (Oct - Dec),Financial Services,75084,10063656
Kerala,2018,Q4 (Oct - Dec),Others,64599,47338700
Ladakh,2018,Q4 (Oct - Dec),Recharge & bill payments,16650,5701932
Ladakh,2018,Q4 (Oct - Dec),Peer-to-peer payments,15939,123611779
Ladakh,2018,Q4 (Oct - Dec),Merchant payments,1881,5082666
Ladakh,2018,Q4 (Oct - Dec),Financial Services,142,94604
Ladakh,2018,Q4 (Oct - Dec),Others,599,1031858
Lakshadweep,2018,Q4 (Oct - Dec),Recharge & bill payments,792,351201
Lakshadweep,2018,Q4 (Oct - Dec),Peer-to-peer payments,689,3841230
Lakshadweep,2018,Q4 (Oct - Dec),Merchant payments,144,262079
Lakshadweep,2018,Q4 (Oct - Dec),Financial Services,6,389
Lakshadweep,2018,Q4 (Oct - Dec),Others,11,8312
Madhya Pradesh,2018,Q4 (Oct - Dec),Peer-to-peer payments,11456555,30897348664
Madhya Pradesh,2018,Q4 (Oct - Dec),Recharge & bill payments,7273502,1669345516
Madhya Pradesh,2018,Q4 (Oct - Dec),Merchant payments,2056426,1036249753
Madhya Pradesh,2018,Q4 (Oct - Dec),Financial Services,313540,43367243
Madhya Pradesh,2018,Q4 (Oct - Dec),Others,297532,259296894
Maharashtra,2018,Q4 (Oct - Dec),Peer-to-peer payments,20824667,68974011019
Maharashtra,2018,Q4 (Oct - Dec),Recharge & bill payments,18071025,5860865070
Maharashtra,2018,Q4 (Oct - Dec),Merchant payments,6047705,3985195742
Maharashtra,2018,Q4 (Oct - Dec),Financial Services,325121,77345546
Maharashtra,2018,Q4 (Oct - Dec),Others,821705,621519669
Manipur,2018,Q4 (Oct - Dec),Recharge & bill payments,113507,18898063
Manipur,2018,Q4 (Oct - Dec),Peer-to-peer payments,104872,562009595
Manipur,2018,Q4 (Oct - Dec),Merchant payments,13333,20685433
Manipur,2018,Q4 (Oct - Dec),Financial Services,1452,307325
Manipur,2018,Q4 (Oct - Dec),Others,2946,3783141
Meghalaya,2018,Q4 (Oct - Dec),Recharge & bill payments,82962,18100891
Meghalaya,2018,Q4 (Oct - Dec),Peer-to-peer payments,58952,301941442
Meghalaya,2018,Q4 (Oct - Dec),Merchant payments,15768,14434314
Meghalaya,2018,Q4 (Oct - Dec),Financial Services,763,190875
Meghalaya,2018,Q4 (Oct - Dec),Others,2687,2918155
Mizoram,2018,Q4 (Oct - Dec),Peer-to-peer payments,26212,177049162
Mizoram,2018,Q4 (Oct - Dec),Recharge & bill payments,24533,5523702
Mizoram,2018,Q4 (Oct - Dec),Merchant payments,3699,6911586
Mizoram,2018,Q4 (Oct - Dec),Financial Services,145,35654
Mizoram,2018,Q4 (Oct - Dec),Others,653,906746
Nagaland,2018,Q4 (Oct - Dec),Recharge & bill payments,72881,16615511
Nagaland,2018,Q4 (Oct - Dec),Peer-to-peer payments,53723,358926253
Nagaland,2018,Q4 (Oct - Dec),Merchant payments,10350,10500634
Nagaland,2018,Q4 (Oct - Dec),Financial Services,587,216127
Nagaland,2018,Q4 (Oct - Dec),Others,1792,1754940
Odisha,2018,Q4 (Oct - Dec),Peer-to-peer payments,12285028,21804268077
Odisha,2018,Q4 (Oct - Dec),Recharge & bill payments,5142124,773017649
Odisha,2018,Q4 (Oct - Dec),Merchant payments,3061813,682181415
Odisha,2018,Q4 (Oct - Dec),Financial Services,495495,55534399
Odisha,2018,Q4 (Oct - Dec),Others,158338,114868029
Puducherry,2018,Q4 (Oct - Dec),Peer-to-peer payments,173170,569825171
Puducherry,2018,Q4 (Oct - Dec),Recharge & bill payments,95788,25159891
Puducherry,2018,Q4 (Oct - Dec),Merchant payments,29470,25999609
Puducherry,2018,Q4 (Oct - Dec),Financial Services,3490,689170
Puducherry,2018,Q4 (Oct - Dec),Others,6046,4017822
Punjab,2018,Q4 (Oct - Dec),Peer-to-peer payments,2269375,9404088424
Punjab,2018,Q4 (Oct - Dec),Recharge & bill payments,1817964,825449591
Punjab,2018,Q4 (Oct - Dec),Merchant payments,648096,455091549
Punjab,2018,Q4 (Oct - Dec),Financial Services,62453,11832962
Punjab,2018,Q4 (Oct - Dec),Others,89249,85520045
Rajasthan,2018,Q4 (Oct - Dec),Peer-to-peer payments,10752729,33578327037
