State,Year,Quarter,Transaction_type,Total_transaction,Transaction_amount
Tripura,2020,Q3 (Jul - Sep),Peer-to-peer payments,477769,1959371082
Tripura,2020,Q3 (Jul - Sep),Merchant payments,202106,190218136
Tripura,2020,Q3 (Jul - Sep),Financial Services,3828,3141391
Tripura,2020,Q3 (Jul - Sep),Others,6819,3886908
Uttar Pradesh,2020,Q3 (Jul - Sep),Peer-to-peer payments,54449911,207530912756
Uttar Pradesh,2020,Q3 (Jul - Sep),Recharge & bill payments,37465163,16437365640
Uttar Pradesh,2020,Q3 (Jul - Sep),Merchant payments,34697942,24224433240
Uttar Pradesh,2020,Q3 (Jul - Sep),Financial Services,206210,194129227
Uttar Pradesh,2020,Q3 (Jul - Sep),Others,586033,303114557
Uttarakhand,2020,Q3 (Jul - Sep),Peer-to-peer payments,4836512,18377468807
Uttarakhand,2020,Q3 (Jul - Sep),Recharge & bill payments,3751993,1509373287
Uttarakhand,2020,Q3 (Jul - Sep),Merchant payments,3164623,2166776519
Uttarakhand,2020,Q3 (Jul - Sep),Financial Services,20455,26449980
Uttarakhand,2020,Q3 (Jul - Sep),Others,45352,23442372
West Bengal,2020,Q3 (Jul - Sep),Peer-to-peer payments,37556349,133120676151
West Bengal,2020,Q3 (Jul - Sep),Recharge & bill payments,22284079,8768630922
West Bengal,2020,Q3 (Jul - Sep),Merchant payments,19599024,14614394375
West Bengal,2020,Q3 (Jul - Sep),Financial Services,151996,125973420
West Bengal,2020,Q3 (Jul - Sep),Others,363056,183680984
Andaman & Nicobar,2020,Q4 (Oct - Dec),Peer-to-peer payments,81439,533316526
Andaman & Nicobar,2020,Q4 (Oct - Dec),Recharge & bill payments,80811,33710030
Andaman & Nicobar,2020,Q4 (Oct - Dec),Merchant payments,59391,56867468
Andaman & Nicobar,2020,Q4 (Oct - Dec),Financial Services,965,1880546
Andaman & Nicobar,2020,Q4 (Oct - Dec),Others,1925,1508083
Andhra Pradesh,2020,Q4 (Oct - Dec),Peer-to-peer payments,152003791,566639138543
Andhra Pradesh,2020,Q4 (Oct - Dec),Merchant payments,86581460,66654048149
Andhra Pradesh,2020,Q4 (Oct - Dec),Recharge & bill payments,46810304,20936337211
Andhra Pradesh,2020,Q4 (Oct - Dec),Financial Services,265470,305168772
Andhra Pradesh,2020,Q4 (Oct - Dec),Others,457527,306853355
Arunachal Pradesh,2020,Q4 (Oct - Dec),Peer-to-peer payments,522019,3254744938
Arunachal Pradesh,2020,Q4 (Oct - Dec),Recharge & bill payments,513895,152389181
Arunachal Pradesh,2020,Q4 (Oct - Dec),Merchant payments,167387,156682926
Arunachal Pradesh,2020,Q4 (Oct - Dec),Financial Services,1749,2391651
Arunachal Pradesh,2020,Q4 (Oct - Dec),Others,4079,4055324
Assam,2020,Q4 (Oct - Dec),Peer-to-peer payments,7538478,36013292450
Assam,2020,Q4 (Oct - Dec),Recharge & bill payments,5383505,1662189124
Assam,2020,Q4 (Oct - Dec),Merchant payments,2392184,2466913305
Assam,2020,Q4 (Oct - Dec),Financial Services,29764,32314809
Assam,2020,Q4 (Oct - Dec),Others,79523,51901628
Bihar,2020,Q4 (Oct - Dec),Peer-to-peer payments,49432098,208484557891
Bihar,2020,Q4 (Oct - Dec),Merchant payments,26750991,23185594534
Bihar,2020,Q4 (Oct - Dec),Recharge & bill payments,19908687,6926960996
Bihar,2020,Q4 (Oct - Dec),Financial Services,119416,100785736
Bihar,2020,Q4 (Oct - Dec),Others,380481,207713978
Chandigarh,2020,Q4 (Oct - Dec),Merchant payments,1322026,939307675
Chandigarh,2020,Q4 (Oct - Dec),Peer-to-peer payments,1159377,4872318731
Chandigarh,2020,Q4 (Oct - Dec),Recharge & bill payments,409997,320731281
Chandigarh,2020,Q4 (Oct - Dec),Financial Services,3346,4400109
Chandigarh,2020,Q4 (Oct - Dec),Others,17970,10005102
Chhattisgarh,2020,Q4 (Oct - Dec),Peer-to-peer payments,14257312,50812302052
Chhattisgarh,2020,Q4 (Oct - Dec),Merchant payments,11677743,8238390462
Chhattisgarh,2020,Q4 (Oct - Dec),Recharge & bill payments,9423324,3033918783
Chhattisgarh,2020,Q4 (Oct - Dec),Financial Services,41308,48082346
Chhattisgarh,2020,Q4 (Oct - Dec),Others,129949,82280639
Dadra and Nagar Haveli and Daman and Diu,2020,Q4 (Oct - Dec),Peer-to-peer payments,666995,2153786522
Dadra and Nagar Haveli and Daman and Diu,2020,Q4 (Oct - Dec),Merchant payments,631443,316510115
Dadra and Nagar Haveli and Daman and Diu,2020,Q4 (Oct - Dec),Recharge & bill payments,509971,224246669
Dadra and Nagar Haveli and Daman and Diu,2020,Q4 (Oct - Dec),Financial Services,2453,1683959
Dadra and Nagar Haveli and Daman and Diu,2020,Q4 (Oct - Dec),Others,6929,4283833
Delhi,2020,Q4 (Oct - Dec),Merchant payments,54581166,31106554562
Delhi,2020,Q4 (Oct - Dec),Peer-to-peer payments,49631928,171546055992
Delhi,2020,Q4 (Oct - Dec),Recharge & bill payments,14862946,12921793576
Delhi,2020,Q4 (Oct - Dec),Financial Services,114862,160007919
Delhi,2020,Q4 (Oct - Dec),Others,1349515,530676173
Goa,2020,Q4 (Oct - Dec),Peer-to-peer payments,1550251,5407626413
Goa,2020,Q4 (Oct - Dec),Merchant payments,1389834,1123844212
Goa,2020,Q4 (Oct - Dec),Recharge & bill payments,839199,345088772
Goa,2020,Q4 (Oct - Dec),Financial Services,7287,10386560
Goa,2020,Q4 (Oct - Dec),Others,14810,12846789
Gujarat,2020,Q4 (Oct - Dec),Peer-to-peer payments,29967258,116743230330
Gujarat,2020,Q4 (Oct - Dec),Merchant payments,28430460,20844321156
Gujarat,2020,Q4 (Oct - Dec),Recharge & bill payments,18943669,10441981826
Gujarat,2020,Q4 (Oct - Dec),Financial Services,113371,120056733
Gujarat,2020,Q4 (Oct - Dec),Others,373789,243470065
Haryana,2020,Q4 (Oct - Dec),Merchant payments,34063692,21382305452
Haryana,2020,Q4 (Oct - Dec),Peer-to-peer payments,33920789,128613933346
Haryana,2020,Q4 (Oct - Dec),Recharge & bill payments,14682896,9675471300
Haryana,2020,Q4 (Oct - Dec),Financial Services,84881,103265693
Haryana,2020,Q4 (Oct - Dec),Others,419181,223528573
Himachal Pradesh,2020,Q4 (Oct - Dec),Recharge & bill payments,2638030,936305777
Himachal Pradesh,2020,Q4 (Oct - Dec),Peer-to-peer payments,2594659,11426268857
Himachal Pradesh,2020,Q4 (Oct - Dec),Merchant payments,2001259,1589433440
Himachal Pradesh,2020,Q4 (Oct - Dec),Financial Services,11353,15534252
Himachal Pradesh,2020,Q4 (Oct - Dec),Others,27027,21510781
Jammu & Kashmir,2020,Q4 (Oct - Dec),Peer-to-peer payments,2378539,13736841259
Jammu & Kashmir,2020,Q4 (Oct - Dec),Recharge & bill payments,1900075,536741118
Jammu & Kashmir,2020,Q4 (Oct - Dec),Merchant payments,1377786,1045006123
Jammu & Kashmir,2020,Q4 (Oct - Dec),Financial Services,13578,17966592
Jammu & Kashmir,2020,Q4 (Oct - Dec),Others,84466,44350708
Jharkhand,2020,Q4 (Oct - Dec),Peer-to-peer payments,17120664,60733288288
Jharkhand,2020,Q4 (Oct - Dec),Merchant payments,14168381,9347677563
Jharkhand,2020,Q4 (Oct - Dec),Recharge & bill payments,7945996,2582828438
Jharkhand,2020,Q4 (Oct - Dec),Financial Services,60989,63947540
Jharkhand,2020,Q4 (Oct - Dec),Others,135603,77432999
Karnataka,2020,Q4 (Oct - Dec),Merchant payments,215711211,97147239182
Karnataka,2020,Q4 (Oct - Dec),Peer-to-peer payments,166981242,538340957771
Karnataka,2020,Q4 (Oct - Dec),Recharge & bill payments,47736461,21611671359
Karnataka,2020,Q4 (Oct - Dec),Financial Services,284700,427966918
Karnataka,2020,Q4 (Oct - Dec),Others,823370,508863332
Kerala,2020,Q4 (Oct - Dec),Peer-to-peer payments,12941135,45686395927
Kerala,2020,Q4 (Oct - Dec),Merchant payments,10990709,7695667406
Kerala,2020,Q4 (Oct - Dec),Recharge & bill payments,9167428,3238199947
Kerala,2020,Q4 (Oct - Dec),Financial Services,73833,69202344
Kerala,2020,Q4 (Oct - Dec),Others,115082,65791020
Ladakh,2020,Q4 (Oct - Dec),Peer-to-peer payments,151582,985814864
Ladakh,2020,Q4 (Oct - Dec),Recharge & bill payments,94133,44185250
Ladakh,2020,Q4 (Oct - Dec),Merchant payments,83868,77511378
Ladakh,2020,Q4 (Oct - Dec),Financial Services,729,1965054
Ladakh,2020,Q4 (Oct - Dec),Others,1822,2486922
Lakshadweep,2020,Q4 (Oct - Dec),Recharge & bill payments,5187,1499298
Lakshadweep,2020,Q4 (Oct - Dec),Peer-to-peer payments,4741,27284123
Lakshadweep,2020,Q4 (Oct - Dec),Merchant payments,1668,1227101
Lakshadweep,2020,Q4 (Oct - Dec),Financial Services,22,13968
Lakshadweep,2020,Q4 (Oct - Dec),Others,32,86826
Madhya Pradesh,2020,Q4 (Oct - Dec),Peer-to-peer payments,67972167,235584201864
Madhya Pradesh,2020,Q4 (Oct - Dec),Merchant payments,57707471,37315576877
Madhya Pradesh,2020,Q4 (Oct - Dec),Recharge & bill payments,27335834,10977774483
Madhya Pradesh,2020,Q4 (Oct - Dec),Financial Services,149532,132590450
Madhya Pradesh,2020,Q4 (Oct - Dec),Others,487537,264996097
Maharashtra,2020,Q4 (Oct - Dec),Merchant payments,189845640,103804638603
Maharashtra,2020,Q4 (Oct - Dec),Peer-to-peer payments,151741840,485747881733
Maharashtra,2020,Q4 (Oct - Dec),Recharge & bill payments,64556682,31556917821
Maharashtra,2020,Q4 (Oct - Dec),Financial Services,398409,418399992
Maharashtra,2020,Q4 (Oct - Dec),Others,1078433,627692680
Manipur,2020,Q4 (Oct - Dec),Peer-to-peer payments,892853,5172499337
Manipur,2020,Q4 (Oct - Dec),Recharge & bill payments,436450,114202616
Manipur,2020,Q4 (Oct - Dec),Merchant payments,289050,307902115
Manipur,2020,Q4 (Oct - Dec),Financial Services,1806,2448402
Manipur,2020,Q4 (Oct - Dec),Others,7693,5172086
Meghalaya,2020,Q4 (Oct - Dec),Recharge & bill payments,350006,102794647
Meghalaya,2020,Q4 (Oct - Dec),Peer-to-peer payments,286252,1579858348
Meghalaya,2020,Q4 (Oct - Dec),Merchant payments,111471,115136797
Meghalaya,2020,Q4 (Oct - Dec),Financial Services,1809,2774557
Meghalaya,2020,Q4 (Oct - Dec),Others,4470,3678221
Mizoram,2020,Q4 (Oct - Dec),Peer-to-peer payments,141038,887252744
Mizoram,2020,Q4 (Oct - Dec),Recharge & bill payments,140297,45386403
Mizoram,2020,Q4 (Oct - Dec),Merchant payments,39676,52094800
Mizoram,2020,Q4 (Oct - Dec),Financial Services,607,855201
Mizoram,2020,Q4 (Oct - Dec),Others,989,932966
Nagaland,2020,Q4 (Oct - Dec),Peer-to-peer payments,417393,2563827858
Nagaland,2020,Q4 (Oct - Dec),Recharge & bill payments,335297,91929581
Nagaland,2020,Q4 (Oct - Dec),Merchant payments,90496,113115660
Nagaland,2020,Q4 (Oct - Dec),Financial Services,1068,1017278
Nagaland,2020,Q4 (Oct - Dec),Others,3571,3194492
Odisha,2020,Q4 (Oct - Dec),Peer-to-peer payments,47588728,153208735347
Odisha,2020,Q4 (Oct - Dec),Merchant payments,27124765,19347472702
Odisha,2020,Q4 (Oct - Dec),Recharge & bill payments,17318073,5532179002
Odisha,2020,Q4 (Oct - Dec),Financial Services,106189,104419909
Odisha,2020,Q4 (Oct - Dec),Others,187195,109856053
Puducherry,2020,Q4 (Oct - Dec),Peer-to-peer payments,1211359,4090057482
Puducherry,2020,Q4 (Oct - Dec),Merchant payments,1108292,647985607
Puducherry,2020,Q4 (Oct - Dec),Recharge & bill payments,383707,184037245
Puducherry,2020,Q4 (Oct - Dec),Financial Services,3783,3888988
Puducherry,2020,Q4 (Oct - Dec),Others,8862,4556893
Punjab,2020,Q4 (Oct - Dec),Peer-to-peer payments,9609405,43286909256
Punjab,2020,Q4 (Oct - Dec),Merchant payments,7144295,6142380827
Punjab,2020,Q4 (Oct - Dec),Recharge & bill payments,6072201,4201551869
Punjab,2020,Q4 (Oct - Dec),Financial Services,38820,51677182
Punjab,2020,Q4 (Oct - Dec),Others,133204,92887343
Rajasthan,2020,Q4 (Oct - Dec),Peer-to-peer payments,88730951,321280847680
Rajasthan,2020,Q4 (Oct - Dec),Merchant payments,67367264,46142484518
Rajasthan,2020,Q4 (Oct - Dec),Recharge & bill payments,33455755,18123908525
Rajasthan,2020,Q4 (Oct - Dec),Financial Services,169294,136058685
Rajasthan,2020,Q4 (Oct - Dec),Others,560171,351480425
Sikkim,2020,Q4 (Oct - Dec),Peer-to-peer payments,334069,1711730126
Sikkim,2020,Q4 (Oct - Dec),Recharge & bill payments,301382,90168624
Sikkim,2020,Q4 (Oct - Dec),Merchant payments,95503,112478003
Sikkim,2020,Q4 (Oct - Dec),Financial Services,1427,2361187
Sikkim,2020,Q4 (Oct - Dec),Others,2654,2537863
Tamil Nadu,2020,Q4 (Oct - Dec),Peer-to-peer payments,47800741,172196381789
Tamil Nadu,2020,Q4 (Oct - Dec),Merchant payments,41297305,24417758781
Tamil Nadu,2020,Q4 (Oct - Dec),Recharge & bill payments,21563946,9462546013
Tamil Nadu,2020,Q4 (Oct - Dec),Financial Services,153044,186775413
Tamil Nadu,2020,Q4 (Oct - Dec),Others,364665,209735503
Telangana,2020,Q4 (Oct - Dec),Peer-to-peer payments,160607487,591976601278
Telangana,2020,Q4 (Oct - Dec),Merchant payments,143897953,81725950703
Telangana,2020,Q4 (Oct - Dec),Recharge & bill payments,38174710,22006183348
Telangana,2020,Q4 (Oct - Dec),Financial Services,230134,275357720
Telangana,2020,Q4 (Oct - Dec),Others,733503,366346176
Tripura,2020,Q4 (Oct - Dec),Peer-to-peer payments,650386,2683789889
Tripura,2020,Q4 (Oct - Dec),Recharge & bill payments,631611,192385823
Tripura,2020,Q4 (Oct - Dec),Merchant payments,357567,296872485
Tripura,2020,Q4 (Oct - Dec),Financial Services,4084,3666639
Tripura,2020,Q4 (Oct - Dec),Others,8242,5416158
Uttar Pradesh,2020,Q4 (Oct - Dec),Peer-to-peer payments,75433782,294401153346
Uttar Pradesh,2020,Q4 (Oct - Dec),Merchant payments,61922138,44438824680
Uttar Pradesh,2020,Q4 (Oct - Dec),Recharge & bill payments,39570153,17793973968
Uttar Pradesh,2020,Q4 (Oct - Dec),Financial Services,246868,255803306
Uttar Pradesh,2020,Q4 (Oct - Dec),Others,994576,539071475
Uttarakhand,2020,Q4 (Oct - Dec),Peer-to-peer payments,6748183,25748737002
Uttarakhand,2020,Q4 (Oct - Dec),Merchant payments,6629201,4274032856
Uttarakhand,2020,Q4 (Oct - Dec),Recharge & bill payments,4140391,1697819950
Uttarakhand,2020,Q4 (Oct - Dec),Financial Services,27120,29791064
Uttarakhand,2020,Q4 (Oct - Dec),Others,68376,42358455
West Bengal,2020,Q4 (Oct - Dec),Peer-to-peer payments,46437233,166391874596
West Bengal,2020,Q4 (Oct - Dec),Merchant payments,30077510,22241302940
West Bengal,2020,Q4 (Oct - Dec),Recharge & bill payments,23158305,10074605883
West Bengal,2020,Q4 (Oct - Dec),Financial Services,178455,164241191
West Bengal,2020,Q4 (Oct - Dec),Others,489142,293466753
Andaman & Nicobar,2021,Q1 (Jan - Mar),Peer-to-peer payments,105458,665391395
Andaman & Nicobar,2021,Q1 (Jan - Mar),Recharge & bill payments,84119,37160922
Andaman & Nicobar,2021,Q1 (Jan - Mar),Merchant payments,53090,78606979
Andaman & Nicobar,2021,Q1 (Jan - Mar),Financial Services,884,1469351
Andaman & Nicobar,2021,Q1 (Jan - Mar),Others,1201,1077918
Andhra Pradesh,2021,Q1 (Jan - Mar),Peer-to-peer payments,149313738,580542193013
Andhra Pradesh,2021,Q1 (Jan - Mar),Merchant payments,97920281,70813192713
Andhra Pradesh,2021,Q1 (Jan - Mar),Recharge & bill payments,41940689,20546424964
Andhra Pradesh,2021,Q1 (Jan - Mar),Financial Services,225355,270313028
Andhra Pradesh,2021,Q1 (Jan - Mar),Others,347907,272546457
Arunachal Pradesh,2021,Q1 (Jan - Mar),Peer-to-peer payments,566209,3460488558
Arunachal Pradesh,2021,Q1 (Jan - Mar),Recharge & bill payments,450649,142358376
Arunachal Pradesh,2021,Q1 (Jan - Mar),Merchant payments,155966,204958020
Arunachal Pradesh,2021,Q1 (Jan - Mar),Financial Services,1558,2672460
Arunachal Pradesh,2021,Q1 (Jan - Mar),Others,3074,3301662
Assam,2021,Q1 (Jan - Mar),Peer-to-peer payments,9449096,45476079487
Assam,2021,Q1 (Jan - Mar),Recharge & bill payments,6494111,2103017761
Assam,2021,Q1 (Jan - Mar),Merchant payments,3459132,3657261586
Assam,2021,Q1 (Jan - Mar),Financial Services,34049,41291047
Assam,2021,Q1 (Jan - Mar),Others,75672,48814663
Bihar,2021,Q1 (Jan - Mar),Peer-to-peer payments,58566582,242013312361
Bihar,2021,Q1 (Jan - Mar),Merchant payments,33959313,30171144593
Bihar,2021,Q1 (Jan - Mar),Recharge & bill payments,21974086,8505455545
Bihar,2021,Q1 (Jan - Mar),Financial Services,124277,112949858
Bihar,2021,Q1 (Jan - Mar),Others,308219,170787342
Chandigarh,2021,Q1 (Jan - Mar),Merchant payments,1799072,1210594490
Chandigarh,2021,Q1 (Jan - Mar),Peer-to-peer payments,1472084,5916467167
Chandigarh,2021,Q1 (Jan - Mar),Recharge & bill payments,678396,451109555
Chandigarh,2021,Q1 (Jan - Mar),Financial Services,5111,7700394
Chandigarh,2021,Q1 (Jan - Mar),Others,15574,10549252
Chhattisgarh,2021,Q1 (Jan - Mar),Peer-to-peer payments,15621154,55638916992
Chhattisgarh,2021,Q1 (Jan - Mar),Merchant payments,15222763,10661449529
Chhattisgarh,2021,Q1 (Jan - Mar),Recharge & bill payments,8456094,3000977538
Chhattisgarh,2021,Q1 (Jan - Mar),Financial Services,37395,40387648
Chhattisgarh,2021,Q1 (Jan - Mar),Others,99031,68111552
Dadra and Nagar Haveli and Daman and Diu,2021,Q1 (Jan - Mar),Peer-to-peer payments,768921,2379220756
Dadra and Nagar Haveli and Daman and Diu,2021,Q1 (Jan - Mar),Merchant payments,705821,367522132
Dadra and Nagar Haveli and Daman and Diu,2021,Q1 (Jan - Mar),Recharge & bill payments,442926,213177144
Dadra and Nagar Haveli and Daman and Diu,2021,Q1 (Jan - Mar),Financial Services,2243,1930008
Dadra and Nagar Haveli and Daman and Diu,2021,Q1 (Jan - Mar),Others,5333,3782868
Delhi,2021,Q1 (Jan - Mar),Merchant payments,72615587,39861532639
Delhi,2021,Q1 (Jan - Mar),Peer-to-peer payments,61957428,210823551741
Delhi,2021,Q1 (Jan - Mar),Recharge & bill payments,21164274,15447408658
Delhi,2021,Q1 (Jan - Mar),Financial Services,153039,203106852
Delhi,2021,Q1 (Jan - Mar),Others,1468676,592745151
Goa,2021,Q1 (Jan - Mar),Peer-to-peer payments,2235456,7553384653
Goa,2021,Q1 (Jan - Mar),Merchant payments,2195509,1768358976
Goa,2021,Q1 (Jan - Mar),Recharge & bill payments,880682,410604192
Goa,2021,Q1 (Jan - Mar),Financial Services,8138,12207778
Goa,2021,Q1 (Jan - Mar),Others,11764,12687278
Gujarat,2021,Q1 (Jan - Mar),Peer-to-peer payments,36427493,144818968373
Gujarat,2021,Q1 (Jan - Mar),Merchant payments,35815382,26512643894
Gujarat,2021,Q1 (Jan - Mar),Recharge & bill payments,22088838,11996115292
Gujarat,2021,Q1 (Jan - Mar),Financial Services,126380,137612317
Gujarat,2021,Q1 (Jan - Mar),Others,316472,235440836
Haryana,2021,Q1 (Jan - Mar),Merchant payments,39363588,23389100227
Haryana,2021,Q1 (Jan - Mar),Peer-to-peer payments,36764622,135970636784
Haryana,2021,Q1 (Jan - Mar),Recharge & bill payments,13680353,9260346909
Haryana,2021,Q1 (Jan - Mar),Financial Services,79784,99672809
Haryana,2021,Q1 (Jan - Mar),Others,364437,218544351
Himachal Pradesh,2021,Q1 (Jan - Mar),Peer-to-peer payments,2845733,11358078843
Himachal Pradesh,2021,Q1 (Jan - Mar),Recharge & bill payments,2547359,948929031
Himachal Pradesh,2021,Q1 (Jan - Mar),Merchant payments,2186946,1778219850
Himachal Pradesh,2021,Q1 (Jan - Mar),Financial Services,12561,16554205
Himachal Pradesh,2021,Q1 (Jan - Mar),Others,21430,18764977
Jammu & Kashmir,2021,Q1 (Jan - Mar),Peer-to-peer payments,2800201,14801220301
Jammu & Kashmir,2021,Q1 (Jan - Mar),Recharge & bill payments,2554798,663747765
Jammu & Kashmir,2021,Q1 (Jan - Mar),Merchant payments,1527253,1605408313
Jammu & Kashmir,2021,Q1 (Jan - Mar),Financial Services,17276,20848657
Jammu & Kashmir,2021,Q1 (Jan - Mar),Others,98042,47124854
Jharkhand,2021,Q1 (Jan - Mar),Peer-to-peer payments,19151083,69198235576
Jharkhand,2021,Q1 (Jan - Mar),Merchant payments,17489113,11545580927
Jharkhand,2021,Q1 (Jan - Mar),Recharge & bill payments,7826608,2888409672
Jharkhand,2021,Q1 (Jan - Mar),Financial Services,50526,54836609
Jharkhand,2021,Q1 (Jan - Mar),Others,104333,62290337
Karnataka,2021,Q1 (Jan - Mar),Merchant payments,279599017,117959690729
Karnataka,2021,Q1 (Jan - Mar),Peer-to-peer payments,190894164,610937002732
Karnataka,2021,Q1 (Jan - Mar),Recharge & bill payments,52261651,25111731675
Karnataka,2021,Q1 (Jan - Mar),Financial Services,297710,475815041
Karnataka,2021,Q1 (Jan - Mar),Others,744950,511117233
Kerala,2021,Q1 (Jan - Mar),Peer-to-peer payments,16209203,55336812492
Kerala,2021,Q1 (Jan - Mar),Merchant payments,16105923,10058436408
Kerala,2021,Q1 (Jan - Mar),Recharge & bill payments,9837385,3732534739
Kerala,2021,Q1 (Jan - Mar),Financial Services,68012,69655547
Kerala,2021,Q1 (Jan - Mar),Others,95819,63530974
Ladakh,2021,Q1 (Jan - Mar),Peer-to-peer payments,141894,869999786
Ladakh,2021,Q1 (Jan - Mar),Recharge & bill payments,72719,35459532
Ladakh,2021,Q1 (Jan - Mar),Merchant payments,58875,74977913
Ladakh,2021,Q1 (Jan - Mar),Financial Services,629,1455016
Ladakh,2021,Q1 (Jan - Mar),Others,1298,1527565
Lakshadweep,2021,Q1 (Jan - Mar),Peer-to-peer payments,3942,24823715
Lakshadweep,2021,Q1 (Jan - Mar),Recharge & bill payments,3541,1070209
Lakshadweep,2021,Q1 (Jan - Mar),Merchant payments,1537,1040213
Lakshadweep,2021,Q1 (Jan - Mar),Financial Services,19,15929
Lakshadweep,2021,Q1 (Jan - Mar),Others,46,92715
Madhya Pradesh,2021,Q1 (Jan - Mar),Merchant payments,84812245,50098244499
Madhya Pradesh,2021,Q1 (Jan - Mar),Peer-to-peer payments,84070625,279938170703
Madhya Pradesh,2021,Q1 (Jan - Mar),Recharge & bill payments,32500681,13060914041
Madhya Pradesh,2021,Q1 (Jan - Mar),Financial Services,169378,161838389
Madhya Pradesh,2021,Q1 (Jan - Mar),Others,445569,274786748
Maharashtra,2021,Q1 (Jan - Mar),Merchant payments,253043309,129493046208
Maharashtra,2021,Q1 (Jan - Mar),Peer-to-peer payments,187021609,599213284361
Maharashtra,2021,Q1 (Jan - Mar),Recharge & bill payments,76389103,40057211827
Maharashtra,2021,Q1 (Jan - Mar),Financial Services,439551,492900202
Maharashtra,2021,Q1 (Jan - Mar),Others,966668,630909553
Manipur,2021,Q1 (Jan - Mar),Peer-to-peer payments,1117829,6402367883
Manipur,2021,Q1 (Jan - Mar),Recharge & bill payments,796590,223955812
Manipur,2021,Q1 (Jan - Mar),Merchant payments,377280,433297594
Manipur,2021,Q1 (Jan - Mar),Financial Services,3398,4385333
Manipur,2021,Q1 (Jan - Mar),Others,8438,6280890
Meghalaya,2021,Q1 (Jan - Mar),Peer-to-peer payments,326993,1794745857
Meghalaya,2021,Q1 (Jan - Mar),Recharge & bill payments,306634,106098525
Meghalaya,2021,Q1 (Jan - Mar),Merchant payments,108805,147747773
Meghalaya,2021,Q1 (Jan - Mar),Financial Services,1777,3981898
Meghalaya,2021,Q1 (Jan - Mar),Others,3437,2941223
Mizoram,2021,Q1 (Jan - Mar),Peer-to-peer payments,156386,982955112
Mizoram,2021,Q1 (Jan - Mar),Recharge & bill payments,128055,45558278
Mizoram,2021,Q1 (Jan - Mar),Merchant payments,43511,70289687
Mizoram,2021,Q1 (Jan - Mar),Financial Services,648,1330632
Mizoram,2021,Q1 (Jan - Mar),Others,975,971875
Nagaland,2021,Q1 (Jan - Mar),Peer-to-peer payments,477346,2841021698
Nagaland,2021,Q1 (Jan - Mar),Recharge & bill payments,376473,110095189
Nagaland,2021,Q1 (Jan - Mar),Merchant payments,116846,151202427
Nagaland,2021,Q1 (Jan - Mar),Financial Services,1511,1929643
Nagaland,2021,Q1 (Jan - Mar),Others,3721,3201525
Odisha,2021,Q1 (Jan - Mar),Peer-to-peer payments,54417515,181450436291
Odisha,2021,Q1 (Jan - Mar),Merchant payments,38180718,25201936762
Odisha,2021,Q1 (Jan - Mar),Recharge & bill payments,18633830,6552605937
Odisha,2021,Q1 (Jan - Mar),Financial Services,87263,95064023
Odisha,2021,Q1 (Jan - Mar),Others,141032,97693172
Puducherry,2021,Q1 (Jan - Mar),Peer-to-peer payments,1406958,4798646712
Puducherry,2021,Q1 (Jan - Mar),Merchant payments,1385444,857787315
Puducherry,2021,Q1 (Jan - Mar),Recharge & bill payments,504499,231829246
Puducherry,2021,Q1 (Jan - Mar),Financial Services,5073,5953397
Puducherry,2021,Q1 (Jan - Mar),Others,7458,5092899
Punjab,2021,Q1 (Jan - Mar),Peer-to-peer payments,10951083,46908632143
Punjab,2021,Q1 (Jan - Mar),Merchant payments,9333364,7651004598
Punjab,2021,Q1 (Jan - Mar),Recharge & bill payments,6332928,3980874403
Punjab,2021,Q1 (Jan - Mar),Financial Services,43094,52009482
Punjab,2021,Q1 (Jan - Mar),Others,110366,98366463
Rajasthan,2021,Q1 (Jan - Mar),Peer-to-peer payments,116733195,408190388154
Rajasthan,2021,Q1 (Jan - Mar),Merchant payments,96394132,61936457709
Rajasthan,2021,Q1 (Jan - Mar),Recharge & bill payments,38919519,20855464604
Rajasthan,2021,Q1 (Jan - Mar),Financial Services,192936,162581466
Rajasthan,2021,Q1 (Jan - Mar),Others,491137,347689722
Sikkim,2021,Q1 (Jan - Mar),Peer-to-peer payments,403703,1965492629
Sikkim,2021,Q1 (Jan - Mar),Recharge & bill payments,279679,93174110
Sikkim,2021,Q1 (Jan - Mar),Merchant payments,112925,154183320
Sikkim,2021,Q1 (Jan - Mar),Financial Services,1844,3027799
Sikkim,2021,Q1 (Jan - Mar),Others,2038,1789867
Tamil Nadu,2021,Q1 (Jan - Mar),Peer-to-peer payments,57446279,206405230307
Tamil Nadu,2021,Q1 (Jan - Mar),Merchant payments,53811885,30722779534
Tamil Nadu,2021,Q1 (Jan - Mar),Recharge & bill payments,24826273,11115915388
Tamil Nadu,2021,Q1 (Jan - Mar),Financial Services,170620,215319360
Tamil Nadu,2021,Q1 (Jan - Mar),Others,301617,208899281
Telangana,2021,Q1 (Jan - Mar),Merchant payments,185230619,95927278280
Telangana,2021,Q1 (Jan - Mar),Peer-to-peer payments,179738195,676276353116
Telangana,2021,Q1 (Jan - Mar),Recharge & bill payments,46371555,26447601338
Telangana,2021,Q1 (Jan - Mar),Financial Services,262473,320153410
Telangana,2021,Q1 (Jan - Mar),Others,969268,387877900
Tripura,2021,Q1 (Jan - Mar),Peer-to-peer payments,643366,2821226150
Tripura,2021,Q1 (Jan - Mar),Recharge & bill payments,508718,173211140
Tripura,2021,Q1 (Jan - Mar),Merchant payments,350366,333743281
