State,District,Year,Quarter,Register,App_opened
Madhya Pradesh,barwani district,2021,Q3 (Jul - Sep),159845,14536467
Madhya Pradesh,katni district,2021,Q3 (Jul - Sep),227610,11485240
Madhya Pradesh,dindori district,2021,Q3 (Jul - Sep),76885,9873401
Madhya Pradesh,shivpuri district,2021,Q3 (Jul - Sep),259032,22177059
Madhya Pradesh,gwalior district,2021,Q3 (Jul - Sep),809887,23812811
Madhya Pradesh,anuppur district,2021,Q3 (Jul - Sep),131119,10163761
Madhya Pradesh,agar malwa district,2021,Q3 (Jul - Sep),108028,9117151
Madhya Pradesh,ashoknagar district,2021,Q3 (Jul - Sep),128579,11583148
Madhya Pradesh,sagar district,2021,Q3 (Jul - Sep),501819,25492375
Madhya Pradesh,niwari district,2021,Q3 (Jul - Sep),56220,3258171
Madhya Pradesh,rewa district,2021,Q3 (Jul - Sep),466895,21869871
Madhya Pradesh,shajapur district,2021,Q3 (Jul - Sep),220532,13451565
Madhya Pradesh,ujjain district,2021,Q3 (Jul - Sep),596195,26081272
Madhya Pradesh,bhind district,2021,Q3 (Jul - Sep),282910,11482625
Madhya Pradesh,tikamgarh district,2021,Q3 (Jul - Sep),142145,9778556
Madhya Pradesh,seoni district,2021,Q3 (Jul - Sep),236282,22063729
Madhya Pradesh,harda district,2021,Q3 (Jul - Sep),116184,6514335
Madhya Pradesh,burhanpur district,2021,Q3 (Jul - Sep),133678,7850131
Madhya Pradesh,damoh district,2021,Q3 (Jul - Sep),175611,11666579
Madhya Pradesh,bhopal district,2021,Q3 (Jul - Sep),1531544,50710878
Madhya Pradesh,jhabua district,2021,Q3 (Jul - Sep),114139,10253704
Madhya Pradesh,dhar district,2021,Q3 (Jul - Sep),483901,30119220
Madhya Pradesh,guna district,2021,Q3 (Jul - Sep),298761,19937174
Madhya Pradesh,east nimar district,2021,Q3 (Jul - Sep),230302,16129967
Madhya Pradesh,chhindwara district,2021,Q3 (Jul - Sep),462834,32394030
Madhya Pradesh,umaria district,2021,Q3 (Jul - Sep),90077,9062967
Madhya Pradesh,mandla district,2021,Q3 (Jul - Sep),144612,12183232
Madhya Pradesh,indore district,2021,Q3 (Jul - Sep),2028266,62027203
Madhya Pradesh,shahdol district,2021,Q3 (Jul - Sep),192588,15912652
Madhya Pradesh,ratlam district,2021,Q3 (Jul - Sep),361407,18609747
Madhya Pradesh,panna district,2021,Q3 (Jul - Sep),116511,10267836
Madhya Pradesh,chhatarpur district,2021,Q3 (Jul - Sep),296493,15892288
Maharashtra,jalgaon district,2021,Q3 (Jul - Sep),1015954,44589296
Maharashtra,latur district,2021,Q3 (Jul - Sep),672411,35447172
Maharashtra,thane district,2021,Q3 (Jul - Sep),4597394,83300680
Maharashtra,bhandara district,2021,Q3 (Jul - Sep),278950,10492117
Maharashtra,nandurbar district,2021,Q3 (Jul - Sep),233351,14068043
Maharashtra,chandrapur district,2021,Q3 (Jul - Sep),501428,24953314
Maharashtra,kolhapur district,2021,Q3 (Jul - Sep),1201767,30276720
Maharashtra,solapur district,2021,Q3 (Jul - Sep),1380100,90517777
Maharashtra,mumbai district,2021,Q3 (Jul - Sep),1659663,22719084
Maharashtra,sindhudurg district,2021,Q3 (Jul - Sep),182992,8049285
Maharashtra,dhule district,2021,Q3 (Jul - Sep),453563,23874749
Maharashtra,wardha district,2021,Q3 (Jul - Sep),324042,14222066
Maharashtra,parbhani district,2021,Q3 (Jul - Sep),394690,24802131
Maharashtra,mumbai suburban district,2021,Q3 (Jul - Sep),4444495,64351820
Maharashtra,hingoli district,2021,Q3 (Jul - Sep),215433,13648354
Maharashtra,ratnagiri district,2021,Q3 (Jul - Sep),322959,12217296
Maharashtra,nanded district,2021,Q3 (Jul - Sep),718196,42572195
Maharashtra,osmanabad district,2021,Q3 (Jul - Sep),420827,34207354
Maharashtra,nagpur district,2021,Q3 (Jul - Sep),2020264,59516934
Maharashtra,buldhana district,2021,Q3 (Jul - Sep),610959,37781452
Maharashtra,nashik district,2021,Q3 (Jul - Sep),2352259,98434796
Maharashtra,akola district,2021,Q3 (Jul - Sep),415627,18302939
Maharashtra,yavatmal district,2021,Q3 (Jul - Sep),479110,29675311
Maharashtra,aurangabad district,2021,Q3 (Jul - Sep),1671665,80700747
Maharashtra,amravati district,2021,Q3 (Jul - Sep),762967,34351482
Maharashtra,washim district,2021,Q3 (Jul - Sep),232323,15590563
Maharashtra,sangli district,2021,Q3 (Jul - Sep),812828,36928390
Maharashtra,gadchiroli district,2021,Q3 (Jul - Sep),163308,11389807
Maharashtra,raigad district,2021,Q3 (Jul - Sep),1365513,37710413
Maharashtra,palghar district,2021,Q3 (Jul - Sep),1410321,32925198
Maharashtra,jalna district,2021,Q3 (Jul - Sep),477979,33173132
Maharashtra,gondia district,2021,Q3 (Jul - Sep),260029,11333638
Maharashtra,ahmednagar district,2021,Q3 (Jul - Sep),1539300,92999756
Maharashtra,pune district,2021,Q3 (Jul - Sep),7398336,249779063
Maharashtra,beed district,2021,Q3 (Jul - Sep),628912,47304097
Maharashtra,satara district,2021,Q3 (Jul - Sep),961302,43163681
Manipur,kangpokpi district,2021,Q3 (Jul - Sep),22416,874800
Manipur,noney district,2021,Q3 (Jul - Sep),3902,300472
Manipur,imphal east district,2021,Q3 (Jul - Sep),71436,954175
Manipur,thoubal district,2021,Q3 (Jul - Sep),33478,486022
Manipur,kakching district,2021,Q3 (Jul - Sep),14924,239828
Manipur,jiribam district,2021,Q3 (Jul - Sep),5941,184052
Manipur,ukhrul district,2021,Q3 (Jul - Sep),11045,513136
Manipur,tamenglong district,2021,Q3 (Jul - Sep),9326,574128
Manipur,kamjong district,2021,Q3 (Jul - Sep),1791,242167
Manipur,chandel district,2021,Q3 (Jul - Sep),7597,522067
Manipur,bishnupur district,2021,Q3 (Jul - Sep),31996,674139
Manipur,senapati district,2021,Q3 (Jul - Sep),1958,1711032
Manipur,pherzawl district,2021,Q3 (Jul - Sep),778,100880
Manipur,churachandpur district,2021,Q3 (Jul - Sep),27600,839576
Manipur,tengnoupal district,2021,Q3 (Jul - Sep),7055,355522
Manipur,imphal west district,2021,Q3 (Jul - Sep),110506,1171776
Meghalaya,north garo hills district,2021,Q3 (Jul - Sep),7584,514829
Meghalaya,south west khasi hills district,2021,Q3 (Jul - Sep),1802,266385
Meghalaya,west garo hills district,2021,Q3 (Jul - Sep),47869,2349399
Meghalaya,south garo hills district,2021,Q3 (Jul - Sep),6442,552240
Meghalaya,east jaintia hills district,2021,Q3 (Jul - Sep),15847,986899
Meghalaya,south west garo hills district,2021,Q3 (Jul - Sep),7531,527856
Meghalaya,east khasi hills district,2021,Q3 (Jul - Sep),90505,2044296
Meghalaya,east garo hills district,2021,Q3 (Jul - Sep),7389,652951
Meghalaya,ribhoi district,2021,Q3 (Jul - Sep),21875,973925
Meghalaya,west jaintia hills district,2021,Q3 (Jul - Sep),10337,591674
Meghalaya,west khasi hills district,2021,Q3 (Jul - Sep),5884,492502
Mizoram,serchhip district,2021,Q3 (Jul - Sep),4255,387777
Mizoram,aizawl district,2021,Q3 (Jul - Sep),52313,1288111
Mizoram,lunglei district,2021,Q3 (Jul - Sep),12614,970616
Mizoram,mamit district,2021,Q3 (Jul - Sep),5392,624924
Mizoram,lawngtlai district,2021,Q3 (Jul - Sep),9954,684849
Mizoram,kolasib district,2021,Q3 (Jul - Sep),7229,736071
Mizoram,champhai district,2021,Q3 (Jul - Sep),5935,454912
Mizoram,saiha district,2021,Q3 (Jul - Sep),2955,238458
Nagaland,mon district,2021,Q3 (Jul - Sep),18911,1029901
Nagaland,phek district,2021,Q3 (Jul - Sep),8933,1030765
Nagaland,longleng district,2021,Q3 (Jul - Sep),4081,349624
Nagaland,mokokchung district,2021,Q3 (Jul - Sep),18340,801280
Nagaland,kiphire district,2021,Q3 (Jul - Sep),4626,279525
Nagaland,kohima district,2021,Q3 (Jul - Sep),43467,1074462
Nagaland,tuensang district,2021,Q3 (Jul - Sep),10433,675034
Nagaland,peren district,2021,Q3 (Jul - Sep),5089,434939
Nagaland,dimapur district,2021,Q3 (Jul - Sep),109644,1768717
Nagaland,zunheboto district,2021,Q3 (Jul - Sep),7147,583917
Nagaland,wokha district,2021,Q3 (Jul - Sep),11126,633827
Odisha,rayagada district,2021,Q3 (Jul - Sep),174728,16760831
Odisha,koraput district,2021,Q3 (Jul - Sep),196851,19367873
Odisha,malkangiri district,2021,Q3 (Jul - Sep),69669,7180765
Odisha,sambalpur district,2021,Q3 (Jul - Sep),296251,15869804
Odisha,kalahandi district,2021,Q3 (Jul - Sep),246601,17464237
Odisha,anugul district,2021,Q3 (Jul - Sep),364818,17878073
Odisha,ganjam district,2021,Q3 (Jul - Sep),831869,33950452
Odisha,jajapur district,2021,Q3 (Jul - Sep),558822,19161874
Odisha,bargarh district,2021,Q3 (Jul - Sep),252144,13182847
Odisha,dhenkanal district,2021,Q3 (Jul - Sep),292800,15108969
Odisha,bhadrak district,2021,Q3 (Jul - Sep),423068,13467683
Odisha,nuapada district,2021,Q3 (Jul - Sep),83716,7525872
Odisha,kendujhar district,2021,Q3 (Jul - Sep),410049,25107639
Odisha,mayurbhanj district,2021,Q3 (Jul - Sep),371425,20700116
Odisha,jharsuguda district,2021,Q3 (Jul - Sep),205663,8885748
Odisha,kandhamal district,2021,Q3 (Jul - Sep),96862,9090971
Odisha,deogarh district,2021,Q3 (Jul - Sep),43737,4653968
Odisha,sundargarh district,2021,Q3 (Jul - Sep),520155,25326483
Odisha,jagatsinghapur district,2021,Q3 (Jul - Sep),345234,10720210
Odisha,balangir district,2021,Q3 (Jul - Sep),277146,17707579
Odisha,baleshwar district,2021,Q3 (Jul - Sep),641826,18593887
Odisha,puri district,2021,Q3 (Jul - Sep),497069,17210743
Odisha,sonepur district,2021,Q3 (Jul - Sep),109924,6096184
Odisha,khordha district,2021,Q3 (Jul - Sep),1618171,54826366
Odisha,boudh district,2021,Q3 (Jul - Sep),67782,5211233
Odisha,gajapati district,2021,Q3 (Jul - Sep),86765,8993662
Odisha,nayagarh district,2021,Q3 (Jul - Sep),228677,10186197
Odisha,nabarangpur district,2021,Q3 (Jul - Sep),102244,11629745
Odisha,kendrapara district,2021,Q3 (Jul - Sep),337718,11487316
Odisha,cuttack district,2021,Q3 (Jul - Sep),900706,29532377
Puducherry,karaikal district,2021,Q3 (Jul - Sep),39011,657821
Puducherry,puducherry district,2021,Q3 (Jul - Sep),332193,5490447
Puducherry,yanam district,2021,Q3 (Jul - Sep),14823,611578
Puducherry,mahe district,2021,Q3 (Jul - Sep),10582,139746
Punjab,shahid bhagat singh nagar district,2021,Q3 (Jul - Sep),72568,1369873
Punjab,fazilka district,2021,Q3 (Jul - Sep),287001,7085113
Punjab,barnala district,2021,Q3 (Jul - Sep),92267,1793599
Punjab,mansa district,2021,Q3 (Jul - Sep),124152,2350812
Punjab,ludhiana district,2021,Q3 (Jul - Sep),1296796,16721648
Punjab,sri muktsar sahib district,2021,Q3 (Jul - Sep),145923,3352297
Punjab,patiala district,2021,Q3 (Jul - Sep),486329,7279309
Punjab,pathankot district,2021,Q3 (Jul - Sep),170194,2970204
Punjab,fatehgarh sahib district,2021,Q3 (Jul - Sep),130248,2109806
Punjab,rupnagar district,2021,Q3 (Jul - Sep),145176,2375863
Punjab,tarn taran district,2021,Q3 (Jul - Sep),128419,4014967
Punjab,sas nagar district,2021,Q3 (Jul - Sep),723884,10981780
Punjab,sangrur district,2021,Q3 (Jul - Sep),282372,4825055
Punjab,jalandhar district,2021,Q3 (Jul - Sep),494582,6722302
Punjab,bathinda district,2021,Q3 (Jul - Sep),333661,6724159
Punjab,kapurthala district,2021,Q3 (Jul - Sep),141349,2653351
Punjab,firozepur district,2021,Q3 (Jul - Sep),156926,3678385
Punjab,gurdaspur district,2021,Q3 (Jul - Sep),217927,3684155
Punjab,amritsar district,2021,Q3 (Jul - Sep),525756,8024927
Punjab,faridkot district,2021,Q3 (Jul - Sep),108719,2217480
Punjab,hoshiarpur district,2021,Q3 (Jul - Sep),240996,4082059
Punjab,moga district,2021,Q3 (Jul - Sep),129617,2597011
Rajasthan,pali district,2021,Q3 (Jul - Sep),484755,33725637
Rajasthan,ganganagar district,2021,Q3 (Jul - Sep),481739,155979698
Rajasthan,churu district,2021,Q3 (Jul - Sep),491812,36163323
Rajasthan,jaipur district,2021,Q3 (Jul - Sep),4534297,175289835
Rajasthan,baran district,2021,Q3 (Jul - Sep),238205,14724605
Rajasthan,bhilwara district,2021,Q3 (Jul - Sep),760232,52240450
Rajasthan,banswara district,2021,Q3 (Jul - Sep),165628,10580067
Rajasthan,dungarpur district,2021,Q3 (Jul - Sep),149490,7824971
Rajasthan,tonk district,2021,Q3 (Jul - Sep),374118,29280826
Rajasthan,jodhpur district,2021,Q3 (Jul - Sep),1202937,85445735
Rajasthan,karauli district,2021,Q3 (Jul - Sep),287377,16649738
Rajasthan,udaipur district,2021,Q3 (Jul - Sep),716657,34896346
Rajasthan,dausa district,2021,Q3 (Jul - Sep),506053,27166264
Rajasthan,nagaur district,2021,Q3 (Jul - Sep),787565,65627603
Rajasthan,bharatpur district,2021,Q3 (Jul - Sep),621337,18744440
Rajasthan,barmer district,2021,Q3 (Jul - Sep),555443,86730475
Rajasthan,ajmer district,2021,Q3 (Jul - Sep),835375,44691315
Rajasthan,chittorgarh district,2021,Q3 (Jul - Sep),405372,25182745
Rajasthan,hanumangarh district,2021,Q3 (Jul - Sep),344727,98092929
Rajasthan,pratapgarh district,2021,Q3 (Jul - Sep),107977,9572891
Rajasthan,sawai madhopur district,2021,Q3 (Jul - Sep),359201,22869669
Rajasthan,jalore district,2021,Q3 (Jul - Sep),341575,23694042
Rajasthan,bikaner district,2021,Q3 (Jul - Sep),643520,76274401
Rajasthan,sikar district,2021,Q3 (Jul - Sep),892015,45869668
Rajasthan,dholpur district,2021,Q3 (Jul - Sep),184104,9024247
Rajasthan,sirohi district,2021,Q3 (Jul - Sep),228612,12856951
Rajasthan,rajsamand district,2021,Q3 (Jul - Sep),248866,16230110
Rajasthan,jaisalmer district,2021,Q3 (Jul - Sep),200177,40799554
Rajasthan,bundi district,2021,Q3 (Jul - Sep),251774,17553690
Rajasthan,jhalawar district,2021,Q3 (Jul - Sep),286594,20159854
Rajasthan,alwar district,2021,Q3 (Jul - Sep),1374586,59044145
Rajasthan,kota district,2021,Q3 (Jul - Sep),777099,26835981
Rajasthan,jhunjhunu district,2021,Q3 (Jul - Sep),660246,29731620
Sikkim,south district,2021,Q3 (Jul - Sep),38616,1144641
Sikkim,west district,2021,Q3 (Jul - Sep),24132,1053092
Sikkim,east district,2021,Q3 (Jul - Sep),106352,2217368
Sikkim,north district,2021,Q3 (Jul - Sep),15593,1299464
Tamil Nadu,tiruchirappalli district,2021,Q3 (Jul - Sep),607438,13013878
Tamil Nadu,ramanathapuram district,2021,Q3 (Jul - Sep),184592,7525400
Tamil Nadu,krishnagiri district,2021,Q3 (Jul - Sep),683549,27316621
Tamil Nadu,cuddalore district,2021,Q3 (Jul - Sep),463831,9827523
Tamil Nadu,kancheepuram district,2021,Q3 (Jul - Sep),1025651,19375692
Tamil Nadu,tiruppur district,2021,Q3 (Jul - Sep),891753,21671965
Tamil Nadu,dharmapuri district,2021,Q3 (Jul - Sep),355076,15339761
Tamil Nadu,thoothukkudi district,2021,Q3 (Jul - Sep),288108,8777581
Tamil Nadu,thanjavur district,2021,Q3 (Jul - Sep),392930,8199685
Tamil Nadu,madurai district,2021,Q3 (Jul - Sep),725021,13827478
Tamil Nadu,tiruvannamalai district,2021,Q3 (Jul - Sep),428728,13794613
Tamil Nadu,salem district,2021,Q3 (Jul - Sep),798213,20472771
Tamil Nadu,nagapattinam district,2021,Q3 (Jul - Sep),199299,4991047
Tamil Nadu,tirupathur district,2021,Q3 (Jul - Sep),279522,8722087
Tamil Nadu,ariyalur district,2021,Q3 (Jul - Sep),117383,3848076
Tamil Nadu,chennai district,2021,Q3 (Jul - Sep),2124347,32604176
Tamil Nadu,the nilgiris district,2021,Q3 (Jul - Sep),153030,5408994
Tamil Nadu,erode district,2021,Q3 (Jul - Sep),519095,12194930
Tamil Nadu,karur district,2021,Q3 (Jul - Sep),195366,7353859
Tamil Nadu,kallakkurichi district,2021,Q3 (Jul - Sep),268553,8113239
Tamil Nadu,viluppuram district,2021,Q3 (Jul - Sep),333349,9367720
Tamil Nadu,pudukkottai district,2021,Q3 (Jul - Sep),207359,8715851
Tamil Nadu,perambalur district,2021,Q3 (Jul - Sep),98707,3559584
Tamil Nadu,coimbatore district,2021,Q3 (Jul - Sep),1494350,29670591
Tamil Nadu,virudhunagar district,2021,Q3 (Jul - Sep),303934,8566821
Tamil Nadu,dindigul district,2021,Q3 (Jul - Sep),386724,14066264
Tamil Nadu,sivaganga district,2021,Q3 (Jul - Sep),211419,8437970
Tamil Nadu,tenkasi district,2021,Q3 (Jul - Sep),179448,5091451
Tamil Nadu,chengalpattu district,2021,Q3 (Jul - Sep),1438295,26216614
Tamil Nadu,kanniyakumari district,2021,Q3 (Jul - Sep),327767,5466962
Tamil Nadu,tirunelveli district,2021,Q3 (Jul - Sep),298663,7647663
Tamil Nadu,thiruvallur district,2021,Q3 (Jul - Sep),1744228,33893931
Tamil Nadu,theni district,2021,Q3 (Jul - Sep),215932,6649668
Tamil Nadu,ranipet district,2021,Q3 (Jul - Sep),286775,6784440
Tamil Nadu,namakkal district,2021,Q3 (Jul - Sep),351110,9186158
Tamil Nadu,vellore district,2021,Q3 (Jul - Sep),397837,9908984
Tamil Nadu,thiruvarur district,2021,Q3 (Jul - Sep),150058,4216686
Telangana,narayanpet district,2021,Q3 (Jul - Sep),123698,12600713
Telangana,nalgonda district,2021,Q3 (Jul - Sep),598288,49183567
Telangana,jangaon district,2021,Q3 (Jul - Sep),202760,19954357
Telangana,bhadradri kothagudem district,2021,Q3 (Jul - Sep),409224,32652497
Telangana,warangal rural district,2021,Q3 (Jul - Sep),227582,16044231
Telangana,kumuram bheem asifabad district,2021,Q3 (Jul - Sep),112005,12374636
Telangana,nizamabad district,2021,Q3 (Jul - Sep),556044,30872892
Telangana,adilabad district,2021,Q3 (Jul - Sep),160401,13550832
Telangana,rajanna sircilla district,2021,Q3 (Jul - Sep),197653,12946883
Telangana,nagarkurnool district,2021,Q3 (Jul - Sep),284427,32443551
Telangana,peddapalle district,2021,Q3 (Jul - Sep),346172,22273221
Telangana,nirmal district,2021,Q3 (Jul - Sep),186080,14516617
Telangana,mahabubabad district,2021,Q3 (Jul - Sep),225821,18716303
Telangana,sangareddy district,2021,Q3 (Jul - Sep),880907,48000652
Telangana,wanaparthy district,2021,Q3 (Jul - Sep),161625,13973770
Telangana,vikarabad district,2021,Q3 (Jul - Sep),257234,21915189
Telangana,jagtial district,2021,Q3 (Jul - Sep),316708,18647662
Telangana,yadadri bhuvanagiri district,2021,Q3 (Jul - Sep),303988,27134768
Telangana,medak district,2021,Q3 (Jul - Sep),220085,16585388
Telangana,mahbubnagar district,2021,Q3 (Jul - Sep),332912,22433630
Telangana,jaya shankar bhalupally district,2021,Q3 (Jul - Sep),136483,13403776
Telangana,warangal urban district,2021,Q3 (Jul - Sep),707591,34485735
Telangana,rangareddy district,2021,Q3 (Jul - Sep),3310906,152255269
Telangana,hyderabad district,2021,Q3 (Jul - Sep),3839513,138904779
Telangana,suryapet district,2021,Q3 (Jul - Sep),369487,26206177
Telangana,jogulamba gadwal district,2021,Q3 (Jul - Sep),174716,15082826
Telangana,kamareddy district,2021,Q3 (Jul - Sep),276848,20064605
Telangana,mulugu district,2021,Q3 (Jul - Sep),82466,10704784
Telangana,medchal malkajgiri district,2021,Q3 (Jul - Sep),2790387,122352691
Telangana,karimnagar district,2021,Q3 (Jul - Sep),524929,27893947
Telangana,mancherial district,2021,Q3 (Jul - Sep),327681,25861713
Telangana,siddipet district,2021,Q3 (Jul - Sep),398010,28683328
Telangana,khammam district,2021,Q3 (Jul - Sep),572647,34808208
Tripura,unakoti district,2021,Q3 (Jul - Sep),27828,714375
Tripura,khowai district,2021,Q3 (Jul - Sep),31900,868050
Tripura,sepahijala district,2021,Q3 (Jul - Sep),54797,1510718
Tripura,north tripura district,2021,Q3 (Jul - Sep),51321,1707600
Tripura,dhalai district,2021,Q3 (Jul - Sep),40679,1810144
Tripura,south tripura district,2021,Q3 (Jul - Sep),54747,1623382
Tripura,gomati district,2021,Q3 (Jul - Sep),46535,1312568
Tripura,west tripura district,2021,Q3 (Jul - Sep),202122,2732309
Uttar Pradesh,amethi district,2021,Q3 (Jul - Sep),245887,6905900
Uttar Pradesh,siddharthnagar district,2021,Q3 (Jul - Sep),249111,11183058
Uttar Pradesh,auraiya district,2021,Q3 (Jul - Sep),189321,5320993
Uttar Pradesh,sambhal district,2021,Q3 (Jul - Sep),203883,5614377
Uttar Pradesh,kanpur nagar district,2021,Q3 (Jul - Sep),1263050,21015827
Uttar Pradesh,aligarh district,2021,Q3 (Jul - Sep),681857,15510684
Uttar Pradesh,mahoba district,2021,Q3 (Jul - Sep),101383,4903489
Uttar Pradesh,lucknow district,2021,Q3 (Jul - Sep),2076033,36855345
Uttar Pradesh,sant kabeer nagar district,2021,Q3 (Jul - Sep),191948,4523934
Uttar Pradesh,hathras district,2021,Q3 (Jul - Sep),230320,5324600
Uttar Pradesh,budaun district,2021,Q3 (Jul - Sep),269703,8540101
Uttar Pradesh,moradabad district,2021,Q3 (Jul - Sep),462980,9348367
Uttar Pradesh,kushinagar district,2021,Q3 (Jul - Sep),508938,12748095
Uttar Pradesh,baghpat district,2021,Q3 (Jul - Sep),240441,5974261
Uttar Pradesh,shahjahanpur district,2021,Q3 (Jul - Sep),311858,8695760
Uttar Pradesh,muzaffarnagar district,2021,Q3 (Jul - Sep),448096,10778049
Uttar Pradesh,ambedkar nagar district,2021,Q3 (Jul - Sep),302263,5779645
Uttar Pradesh,bahraich district,2021,Q3 (Jul - Sep),227941,9175141
Uttar Pradesh,jalaun district,2021,Q3 (Jul - Sep),229155,9250768
Uttar Pradesh,rampur district,2021,Q3 (Jul - Sep),246230,6259927
Uttar Pradesh,ballia district,2021,Q3 (Jul - Sep),478324,10195059
Uttar Pradesh,shravasti district,2021,Q3 (Jul - Sep),58737,3093685
Uttar Pradesh,kasganj district,2021,Q3 (Jul - Sep),158052,4070828
Uttar Pradesh,varanasi district,2021,Q3 (Jul - Sep),1239725,16646427
Uttar Pradesh,gautam buddha nagar district,2021,Q3 (Jul - Sep),2496114,59498265
Uttar Pradesh,basti district,2021,Q3 (Jul - Sep),320806,8006486
Uttar Pradesh,shamli district,2021,Q3 (Jul - Sep),189790,4953024
Uttar Pradesh,maharajganj district,2021,Q3 (Jul - Sep),327438,8011647
Uttar Pradesh,etawah district,2021,Q3 (Jul - Sep),249385,6874524
Uttar Pradesh,etah district,2021,Q3 (Jul - Sep),214709,5804468
Uttar Pradesh,banda district,2021,Q3 (Jul - Sep),154581,6510003
Uttar Pradesh,bijnor district,2021,Q3 (Jul - Sep),442548,11881536
Uttar Pradesh,hardoi district,2021,Q3 (Jul - Sep),320513,10250565
Uttar Pradesh,balrampur district,2021,Q3 (Jul - Sep),149985,6914313
Uttar Pradesh,amroha district,2021,Q3 (Jul - Sep),243686,6888875
Uttar Pradesh,pilibhit district,2021,Q3 (Jul - Sep),232754,5804732
Uttar Pradesh,mainpuri district,2021,Q3 (Jul - Sep),248343,6809626
Uttar Pradesh,kanpur dehat district,2021,Q3 (Jul - Sep),187084,7063852
Uttar Pradesh,jaunpur district,2021,Q3 (Jul - Sep),650143,11804378
Uttar Pradesh,kaushambi district,2021,Q3 (Jul - Sep),126637,3417066
Uttar Pradesh,hapur district,2021,Q3 (Jul - Sep),288709,7010219
Uttar Pradesh,hamirpur district,2021,Q3 (Jul - Sep),128958,5101770
Uttar Pradesh,meerut district,2021,Q3 (Jul - Sep),853246,16882676
Uttar Pradesh,mathura district,2021,Q3 (Jul - Sep),628528,16338028
Uttar Pradesh,chitrakoot district,2021,Q3 (Jul - Sep),90553,5012442
Uttar Pradesh,lalitpur district,2021,Q3 (Jul - Sep),155272,9660592
Uttar Pradesh,mau district,2021,Q3 (Jul - Sep),292936,5134182
Uttar Pradesh,mirzapur district,2021,Q3 (Jul - Sep),314144,9607253
Uttar Pradesh,bulandshahr district,2021,Q3 (Jul - Sep),535699,13891421
Uttar Pradesh,gonda district,2021,Q3 (Jul - Sep),305366,10059982
Uttar Pradesh,jhansi district,2021,Q3 (Jul - Sep),464351,14635892
Uttar Pradesh,chandauli district,2021,Q3 (Jul - Sep),300595,6385377
Uttar Pradesh,bhadohi district,2021,Q3 (Jul - Sep),228222,3509928
Uttar Pradesh,pratapgarh district,2021,Q3 (Jul - Sep),369954,8547127
Uttar Pradesh,saharanpur district,2021,Q3 (Jul - Sep),584344,15615472
Uttar Pradesh,bara banki district,2021,Q3 (Jul - Sep),291376,7899459
Uttar Pradesh,bareilly district,2021,Q3 (Jul - Sep),766809,14710344
Uttar Pradesh,sitapur district,2021,Q3 (Jul - Sep),397389,10389341
Uttar Pradesh,sultanpur district,2021,Q3 (Jul - Sep),301325,6580185
Uttar Pradesh,agra district,2021,Q3 (Jul - Sep),1124720,22075229
Uttar Pradesh,fatehpur district,2021,Q3 (Jul - Sep),226873,6986051
Uttar Pradesh,rae bareli district,2021,Q3 (Jul - Sep),263613,7082526
Uttar Pradesh,firozabad district,2021,Q3 (Jul - Sep),412441,8589707
Uttar Pradesh,kheri district,2021,Q3 (Jul - Sep),446308,11738602
Uttar Pradesh,gorakhpur district,2021,Q3 (Jul - Sep),900171,17952101
Uttar Pradesh,unnao district,2021,Q3 (Jul - Sep),293971,8496052
Uttar Pradesh,prayagraj district,2021,Q3 (Jul - Sep),1320432,24937997
Uttar Pradesh,sonbhadra district,2021,Q3 (Jul - Sep),272567,14054719
Uttar Pradesh,ghazipur district,2021,Q3 (Jul - Sep),514893,9646966
Uttar Pradesh,farrukhabad district,2021,Q3 (Jul - Sep),231446,5518604
Uttar Pradesh,kannauj district,2021,Q3 (Jul - Sep),198231,5167434
Uttar Pradesh,azamgarh district,2021,Q3 (Jul - Sep),582049,10763238
Uttar Pradesh,ayodhya district,2021,Q3 (Jul - Sep),372839,7623642
Uttar Pradesh,deoria district,2021,Q3 (Jul - Sep),492048,10011054
Uttar Pradesh,ghaziabad district,2021,Q3 (Jul - Sep),2031752,38066824
Uttarakhand,udham singh nagar district,2021,Q3 (Jul - Sep),568881,11164838
Uttarakhand,haridwar district,2021,Q3 (Jul - Sep),669249,14435498
Uttarakhand,almora district,2021,Q3 (Jul - Sep),102118,5454284
Uttarakhand,pithoragarh district,2021,Q3 (Jul - Sep),84476,3786013
Uttarakhand,rudraprayag district,2021,Q3 (Jul - Sep),42317,1937591
Uttarakhand,pauri garhwal district,2021,Q3 (Jul - Sep),155054,7889492
Uttarakhand,bageshwar district,2021,Q3 (Jul - Sep),40083,2160085
Uttarakhand,champawat district,2021,Q3 (Jul - Sep),46279,2383548
Uttarakhand,nainital district,2021,Q3 (Jul - Sep),309820,8514293
Uttarakhand,dehradun district,2021,Q3 (Jul - Sep),963594,20465729
Uttarakhand,chamoli district,2021,Q3 (Jul - Sep),73432,4144214
Uttarakhand,uttarkashi district,2021,Q3 (Jul - Sep),59174,3114485
Uttarakhand,tehri garhwal district,2021,Q3 (Jul - Sep),119032,5436460
West Bengal,south twenty four parganas district,2021,Q3 (Jul - Sep),1383020,23765288
West Bengal,purba bardhaman district,2021,Q3 (Jul - Sep),847622,15020358
West Bengal,uttar dinajpur district,2021,Q3 (Jul - Sep),425320,10453927
West Bengal,kalimpong district,2021,Q3 (Jul - Sep),40581,1787640
West Bengal,murshidabad district,2021,Q3 (Jul - Sep),1342984,21103271
