State,District,Year,Quarter,Register
Karnataka,dakshina kannada,2019,Q2 (Apr - Jun),306684
Karnataka,kalaburagi,2019,Q2 (Apr - Jun),267907
Karnataka,kolar,2019,Q2 (Apr - Jun),240400
Kerala,ernakulam,2019,Q2 (Apr - Jun),479320
Kerala,thiruvananthapuram,2019,Q2 (Apr - Jun),288292
Kerala,kozhikode,2019,Q2 (Apr - Jun),251348
Kerala,malappuram,2019,Q2 (Apr - Jun),243384
Kerala,thrissur,2019,Q2 (Apr - Jun),220648
Kerala,palakkad,2019,Q2 (Apr - Jun),174037
Kerala,kannur,2019,Q2 (Apr - Jun),172894
Kerala,kollam,2019,Q2 (Apr - Jun),152841
Kerala,kottayam,2019,Q2 (Apr - Jun),145387
Kerala,alappuzha,2019,Q2 (Apr - Jun),139046
Ladakh,leh ladakh,2019,Q2 (Apr - Jun),28390
Ladakh,kargil,2019,Q2 (Apr - Jun),7126
Lakshadweep,lakshadweep,2019,Q2 (Apr - Jun),1747
Madhya Pradesh,indore,2019,Q2 (Apr - Jun),955207
Madhya Pradesh,bhopal,2019,Q2 (Apr - Jun),756839
Madhya Pradesh,gwalior,2019,Q2 (Apr - Jun),373367
Madhya Pradesh,jabalpur,2019,Q2 (Apr - Jun),336963
Madhya Pradesh,ujjain,2019,Q2 (Apr - Jun),247033
Madhya Pradesh,sagar,2019,Q2 (Apr - Jun),219328
Madhya Pradesh,rewa,2019,Q2 (Apr - Jun),211420
Madhya Pradesh,chhindwara,2019,Q2 (Apr - Jun),192226
Madhya Pradesh,dhar,2019,Q2 (Apr - Jun),190659
Madhya Pradesh,satna,2019,Q2 (Apr - Jun),182176
Maharashtra,pune,2019,Q2 (Apr - Jun),3514081
Maharashtra,mumbai suburban,2019,Q2 (Apr - Jun),2151657
Maharashtra,thane,2019,Q2 (Apr - Jun),2118406
Maharashtra,nashik,2019,Q2 (Apr - Jun),995687
Maharashtra,nagpur,2019,Q2 (Apr - Jun),887042
Maharashtra,mumbai,2019,Q2 (Apr - Jun),785480
Maharashtra,aurangabad,2019,Q2 (Apr - Jun),736863
Maharashtra,ahmednagar,2019,Q2 (Apr - Jun),614812
Maharashtra,palghar,2019,Q2 (Apr - Jun),608184
Maharashtra,raigad,2019,Q2 (Apr - Jun),594675
Manipur,imphal west,2019,Q2 (Apr - Jun),39303
Manipur,imphal east,2019,Q2 (Apr - Jun),24652
Manipur,thoubal,2019,Q2 (Apr - Jun),10915
Manipur,bishnupur,2019,Q2 (Apr - Jun),10014
Manipur,churachandpur,2019,Q2 (Apr - Jun),7662
Manipur,kangpokpi,2019,Q2 (Apr - Jun),6407
Manipur,kakching,2019,Q2 (Apr - Jun),4599
Manipur,ukhrul,2019,Q2 (Apr - Jun),2981
Manipur,tamenglong,2019,Q2 (Apr - Jun),2628
Manipur,chandel,2019,Q2 (Apr - Jun),2175
Meghalaya,east khasi hills,2019,Q2 (Apr - Jun),33377
Meghalaya,west garo hills,2019,Q2 (Apr - Jun),15673
Meghalaya,ribhoi,2019,Q2 (Apr - Jun),7894
Meghalaya,east jaintia hills,2019,Q2 (Apr - Jun),5580
Meghalaya,west jaintia hills,2019,Q2 (Apr - Jun),2846
Meghalaya,north garo hills,2019,Q2 (Apr - Jun),1965
Meghalaya,south west garo hills,2019,Q2 (Apr - Jun),1902
Meghalaya,east garo hills,2019,Q2 (Apr - Jun),1855
Meghalaya,south garo hills,2019,Q2 (Apr - Jun),1640
Meghalaya,west khasi hills,2019,Q2 (Apr - Jun),1566
Mizoram,aizawl,2019,Q2 (Apr - Jun),15934
Mizoram,lunglei,2019,Q2 (Apr - Jun),3575
Mizoram,lawngtlai,2019,Q2 (Apr - Jun),2133
Mizoram,kolasib,2019,Q2 (Apr - Jun),2120
Mizoram,champhai,2019,Q2 (Apr - Jun),1429
Mizoram,mamit,2019,Q2 (Apr - Jun),1428
Mizoram,serchhip,2019,Q2 (Apr - Jun),1295
Mizoram,saiha,2019,Q2 (Apr - Jun),782
Nagaland,dimapur,2019,Q2 (Apr - Jun),34567
Nagaland,kohima,2019,Q2 (Apr - Jun),13108
Nagaland,mokokchung,2019,Q2 (Apr - Jun),4655
Nagaland,mon,2019,Q2 (Apr - Jun),3210
Nagaland,wokha,2019,Q2 (Apr - Jun),2411
Nagaland,tuensang,2019,Q2 (Apr - Jun),2152
Nagaland,phek,2019,Q2 (Apr - Jun),2143
Nagaland,zunheboto,2019,Q2 (Apr - Jun),1680
Nagaland,peren,2019,Q2 (Apr - Jun),1148
Nagaland,kiphire,2019,Q2 (Apr - Jun),1084
Odisha,khordha,2019,Q2 (Apr - Jun),826007
Odisha,cuttack,2019,Q2 (Apr - Jun),417809
Odisha,ganjam,2019,Q2 (Apr - Jun),373530
Odisha,baleshwar,2019,Q2 (Apr - Jun),299757
Odisha,jajapur,2019,Q2 (Apr - Jun),260311
Odisha,sundargarh,2019,Q2 (Apr - Jun),226776
Odisha,puri,2019,Q2 (Apr - Jun),217206
Odisha,kendujhar,2019,Q2 (Apr - Jun),188657
Odisha,bhadrak,2019,Q2 (Apr - Jun),187084
Odisha,anugul,2019,Q2 (Apr - Jun),169261
Puducherry,puducherry,2019,Q2 (Apr - Jun),132703
Puducherry,karaikal,2019,Q2 (Apr - Jun),13827
Puducherry,yanam,2019,Q2 (Apr - Jun),6485
Puducherry,mahe,2019,Q2 (Apr - Jun),3443
Punjab,ludhiana,2019,Q2 (Apr - Jun),528745
Punjab,sas nagar,2019,Q2 (Apr - Jun),343153
Punjab,amritsar,2019,Q2 (Apr - Jun),206517
Punjab,patiala,2019,Q2 (Apr - Jun),199960
Punjab,jalandhar,2019,Q2 (Apr - Jun),195283
Punjab,bathinda,2019,Q2 (Apr - Jun),145282
Punjab,fazilka,2019,Q2 (Apr - Jun),118707
Punjab,sangrur,2019,Q2 (Apr - Jun),111996
Punjab,hoshiarpur,2019,Q2 (Apr - Jun),86022
Punjab,gurdaspur,2019,Q2 (Apr - Jun),75170
Rajasthan,jaipur,2019,Q2 (Apr - Jun),2290462
Rajasthan,alwar,2019,Q2 (Apr - Jun),593855
Rajasthan,jodhpur,2019,Q2 (Apr - Jun),499967
Rajasthan,sikar,2019,Q2 (Apr - Jun),366729
Rajasthan,kota,2019,Q2 (Apr - Jun),359152
Rajasthan,ajmer,2019,Q2 (Apr - Jun),335167
Rajasthan,bhilwara,2019,Q2 (Apr - Jun),314517
Rajasthan,nagaur,2019,Q2 (Apr - Jun),301083
Rajasthan,udaipur,2019,Q2 (Apr - Jun),296062
Rajasthan,jhunjhunu,2019,Q2 (Apr - Jun),275603
Sikkim,east,2019,Q2 (Apr - Jun),43048
Sikkim,south,2019,Q2 (Apr - Jun),13547
Sikkim,west,2019,Q2 (Apr - Jun),8064
Sikkim,north,2019,Q2 (Apr - Jun),6340
Tamil Nadu,chennai,2019,Q2 (Apr - Jun),969955
Tamil Nadu,thiruvallur,2019,Q2 (Apr - Jun),733978
Tamil Nadu,chengalpattu,2019,Q2 (Apr - Jun),667137
Tamil Nadu,coimbatore,2019,Q2 (Apr - Jun),584160
Tamil Nadu,kancheepuram,2019,Q2 (Apr - Jun),447527
Tamil Nadu,tiruppur,2019,Q2 (Apr - Jun),324350
Tamil Nadu,salem,2019,Q2 (Apr - Jun),302033
Tamil Nadu,madurai,2019,Q2 (Apr - Jun),268420
Tamil Nadu,krishnagiri,2019,Q2 (Apr - Jun),252986
Tamil Nadu,tiruchirappalli,2019,Q2 (Apr - Jun),229886
Telangana,hyderabad,2019,Q2 (Apr - Jun),1856926
Telangana,rangareddy,2019,Q2 (Apr - Jun),1651300
Telangana,medchal malkajgiri,2019,Q2 (Apr - Jun),1428880
Telangana,sangareddy,2019,Q2 (Apr - Jun),395371
Telangana,warangal urban,2019,Q2 (Apr - Jun),342602
Telangana,karimnagar,2019,Q2 (Apr - Jun),246886
Telangana,nalgonda,2019,Q2 (Apr - Jun),243227
Telangana,khammam,2019,Q2 (Apr - Jun),239435
Telangana,nizamabad,2019,Q2 (Apr - Jun),217841
Telangana,siddipet,2019,Q2 (Apr - Jun),175413
Tripura,west tripura,2019,Q2 (Apr - Jun),93241
Tripura,south tripura,2019,Q2 (Apr - Jun),23743
Tripura,sepahijala,2019,Q2 (Apr - Jun),21673
Tripura,north tripura,2019,Q2 (Apr - Jun),19505
Tripura,gomati,2019,Q2 (Apr - Jun),19437
Tripura,dhalai,2019,Q2 (Apr - Jun),15893
Tripura,khowai,2019,Q2 (Apr - Jun),13523
Tripura,unakoti,2019,Q2 (Apr - Jun),10629
Uttar Pradesh,gautam buddha nagar,2019,Q2 (Apr - Jun),1282816
Uttar Pradesh,lucknow,2019,Q2 (Apr - Jun),1011470
Uttar Pradesh,ghaziabad,2019,Q2 (Apr - Jun),975605
Uttar Pradesh,prayagraj,2019,Q2 (Apr - Jun),602739
Uttar Pradesh,kanpur nagar,2019,Q2 (Apr - Jun),585796
Uttar Pradesh,varanasi,2019,Q2 (Apr - Jun),583444
Uttar Pradesh,agra,2019,Q2 (Apr - Jun),461224
Uttar Pradesh,gorakhpur,2019,Q2 (Apr - Jun),387961
Uttar Pradesh,meerut,2019,Q2 (Apr - Jun),361091
Uttar Pradesh,bareilly,2019,Q2 (Apr - Jun),318597
Uttarakhand,dehradun,2019,Q2 (Apr - Jun),428353
Uttarakhand,haridwar,2019,Q2 (Apr - Jun),299436
Uttarakhand,udham singh nagar,2019,Q2 (Apr - Jun),266958
Uttarakhand,nainital,2019,Q2 (Apr - Jun),137114
Uttarakhand,pauri garhwal,2019,Q2 (Apr - Jun),65607
Uttarakhand,tehri garhwal,2019,Q2 (Apr - Jun),45652
Uttarakhand,almora,2019,Q2 (Apr - Jun),39593
Uttarakhand,pithoragarh,2019,Q2 (Apr - Jun),32308
Uttarakhand,chamoli,2019,Q2 (Apr - Jun),28063
Uttarakhand,uttarkashi,2019,Q2 (Apr - Jun),21969
West Bengal,north twenty four parganas,2019,Q2 (Apr - Jun),1312362
West Bengal,kolkata,2019,Q2 (Apr - Jun),1014406
West Bengal,south twenty four parganas,2019,Q2 (Apr - Jun),579599
West Bengal,hooghly,2019,Q2 (Apr - Jun),557946
West Bengal,murshidabad,2019,Q2 (Apr - Jun),548604
West Bengal,howrah,2019,Q2 (Apr - Jun),480813
West Bengal,purba medinipur,2019,Q2 (Apr - Jun),448850
West Bengal,nadia,2019,Q2 (Apr - Jun),447979
West Bengal,paschim medinipur,2019,Q2 (Apr - Jun),411877
West Bengal,paschim bardhaman,2019,Q2 (Apr - Jun),395259
Andaman & Nicobar,south andaman,2019,Q3 (Jul - Sep),20518
Andaman & Nicobar,north and middle andaman,2019,Q3 (Jul - Sep),2662
Andaman & Nicobar,nicobars,2019,Q3 (Jul - Sep),751
Andhra Pradesh,visakhapatnam,2019,Q3 (Jul - Sep),1460464
Andhra Pradesh,krishna,2019,Q3 (Jul - Sep),1066546
Andhra Pradesh,east godavari,2019,Q3 (Jul - Sep),1057167
Andhra Pradesh,chittoor,2019,Q3 (Jul - Sep),1032733
Andhra Pradesh,guntur,2019,Q3 (Jul - Sep),1026418
Andhra Pradesh,anantapur,2019,Q3 (Jul - Sep),773656
Andhra Pradesh,kurnool,2019,Q3 (Jul - Sep),755024
Andhra Pradesh,west godavari,2019,Q3 (Jul - Sep),662102
Andhra Pradesh,spsr nellore,2019,Q3 (Jul - Sep),619592
Andhra Pradesh,prakasam,2019,Q3 (Jul - Sep),598568
Arunachal Pradesh,papum pare,2019,Q3 (Jul - Sep),38845
Arunachal Pradesh,west kameng,2019,Q3 (Jul - Sep),11186
Arunachal Pradesh,east siang,2019,Q3 (Jul - Sep),8571
Arunachal Pradesh,changlang,2019,Q3 (Jul - Sep),8145
Arunachal Pradesh,tawang,2019,Q3 (Jul - Sep),6553
Arunachal Pradesh,lohit,2019,Q3 (Jul - Sep),6421
Arunachal Pradesh,namsai,2019,Q3 (Jul - Sep),4563
Arunachal Pradesh,west siang,2019,Q3 (Jul - Sep),4101
Arunachal Pradesh,lower dibang valley,2019,Q3 (Jul - Sep),3398
Arunachal Pradesh,tirap,2019,Q3 (Jul - Sep),3099
Assam,kamrup metropolitan,2019,Q3 (Jul - Sep),340588
Assam,nagaon,2019,Q3 (Jul - Sep),100993
Assam,barpeta,2019,Q3 (Jul - Sep),92001
Assam,cachar,2019,Q3 (Jul - Sep),88048
Assam,dibrugarh,2019,Q3 (Jul - Sep),84029
Assam,sonitpur,2019,Q3 (Jul - Sep),83930
Assam,kamrup,2019,Q3 (Jul - Sep),75174
Assam,tinsukia,2019,Q3 (Jul - Sep),68999
Assam,jorhat,2019,Q3 (Jul - Sep),63858
Assam,dhubri,2019,Q3 (Jul - Sep),48953
Bihar,patna,2019,Q3 (Jul - Sep),1180262
Bihar,muzaffarpur,2019,Q3 (Jul - Sep),396343
Bihar,purbi champaran,2019,Q3 (Jul - Sep),330361
Bihar,gaya,2019,Q3 (Jul - Sep),315649
Bihar,samastipur,2019,Q3 (Jul - Sep),262875
Bihar,darbhanga,2019,Q3 (Jul - Sep),262421
Bihar,saran,2019,Q3 (Jul - Sep),260966
Bihar,pashchim champaran,2019,Q3 (Jul - Sep),256491
Bihar,madhubani,2019,Q3 (Jul - Sep),255761
Bihar,bhagalpur,2019,Q3 (Jul - Sep),249214
Chandigarh,chandigarh,2019,Q3 (Jul - Sep),267337
Chhattisgarh,raipur,2019,Q3 (Jul - Sep),455785
Chhattisgarh,durg,2019,Q3 (Jul - Sep),289803
Chhattisgarh,bilaspur,2019,Q3 (Jul - Sep),230364
Chhattisgarh,raigarh,2019,Q3 (Jul - Sep),170447
Chhattisgarh,janjgir champa,2019,Q3 (Jul - Sep),161232
Chhattisgarh,korba,2019,Q3 (Jul - Sep),131850
Chhattisgarh,rajnandgaon,2019,Q3 (Jul - Sep),101617
Chhattisgarh,baloda bazar,2019,Q3 (Jul - Sep),93416
Chhattisgarh,surguja,2019,Q3 (Jul - Sep),79170
Chhattisgarh,mahasamund,2019,Q3 (Jul - Sep),72039
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2019,Q3 (Jul - Sep),105329
Dadra and Nagar Haveli and Daman and Diu,daman,2019,Q3 (Jul - Sep),64854
Dadra and Nagar Haveli and Daman and Diu,diu,2019,Q3 (Jul - Sep),6746
Delhi,west,2019,Q3 (Jul - Sep),1008836
Delhi,south east delhi,2019,Q3 (Jul - Sep),821304
Delhi,north west,2019,Q3 (Jul - Sep),709448
Delhi,new delhi,2019,Q3 (Jul - Sep),705546
Delhi,central delhi,2019,Q3 (Jul - Sep),658985
Delhi,south west,2019,Q3 (Jul - Sep),567496
Delhi,north,2019,Q3 (Jul - Sep),554029
Delhi,east,2019,Q3 (Jul - Sep),532254
Delhi,south,2019,Q3 (Jul - Sep),498200
Delhi,shahdara,2019,Q3 (Jul - Sep),391827
Goa,north goa,2019,Q3 (Jul - Sep),197361
Goa,south goa,2019,Q3 (Jul - Sep),119833
Gujarat,ahmadabad,2019,Q3 (Jul - Sep),1848860
Gujarat,surat,2019,Q3 (Jul - Sep),1481391
Gujarat,vadodara,2019,Q3 (Jul - Sep),637678
Gujarat,rajkot,2019,Q3 (Jul - Sep),384852
Gujarat,gandhinagar,2019,Q3 (Jul - Sep),372464
Gujarat,bharuch,2019,Q3 (Jul - Sep),315856
Gujarat,banas kantha,2019,Q3 (Jul - Sep),301373
Gujarat,mahesana,2019,Q3 (Jul - Sep),286652
Gujarat,kachchh,2019,Q3 (Jul - Sep),285519
Gujarat,valsad,2019,Q3 (Jul - Sep),266134
Haryana,gurugram,2019,Q3 (Jul - Sep),1447473
Haryana,faridabad,2019,Q3 (Jul - Sep),792884
Haryana,hisar,2019,Q3 (Jul - Sep),308179
Haryana,rewari,2019,Q3 (Jul - Sep),266893
Haryana,sonipat,2019,Q3 (Jul - Sep),261554
Haryana,panipat,2019,Q3 (Jul - Sep),235346
Haryana,karnal,2019,Q3 (Jul - Sep),230603
Haryana,rohtak,2019,Q3 (Jul - Sep),190137
Haryana,palwal,2019,Q3 (Jul - Sep),188217
Haryana,jhajjar,2019,Q3 (Jul - Sep),185095
Himachal Pradesh,solan,2019,Q3 (Jul - Sep),178922
Himachal Pradesh,kangra,2019,Q3 (Jul - Sep),160161
Himachal Pradesh,shimla,2019,Q3 (Jul - Sep),110575
Himachal Pradesh,mandi,2019,Q3 (Jul - Sep),98589
Himachal Pradesh,sirmaur,2019,Q3 (Jul - Sep),62048
Himachal Pradesh,kullu,2019,Q3 (Jul - Sep),59192
Himachal Pradesh,hamirpur,2019,Q3 (Jul - Sep),58950
Himachal Pradesh,una,2019,Q3 (Jul - Sep),54164
Himachal Pradesh,bilaspur,2019,Q3 (Jul - Sep),43115
Himachal Pradesh,chamba,2019,Q3 (Jul - Sep),37974
Jammu & Kashmir,jammu,2019,Q3 (Jul - Sep),169849
Jammu & Kashmir,srinagar,2019,Q3 (Jul - Sep),64758
Jammu & Kashmir,baramulla,2019,Q3 (Jul - Sep),54404
Jammu & Kashmir,budgam,2019,Q3 (Jul - Sep),41004
Jammu & Kashmir,anantnag,2019,Q3 (Jul - Sep),36371
Jammu & Kashmir,kupwara,2019,Q3 (Jul - Sep),32431
Jammu & Kashmir,kathua,2019,Q3 (Jul - Sep),32213
Jammu & Kashmir,udhampur,2019,Q3 (Jul - Sep),31297
Jammu & Kashmir,pulwama,2019,Q3 (Jul - Sep),27963
Jammu & Kashmir,samba,2019,Q3 (Jul - Sep),27579
Jharkhand,ranchi,2019,Q3 (Jul - Sep),495155
Jharkhand,dhanbad,2019,Q3 (Jul - Sep),388528
Jharkhand,east singhbhum,2019,Q3 (Jul - Sep),329319
Jharkhand,bokaro,2019,Q3 (Jul - Sep),290252
Jharkhand,hazaribagh,2019,Q3 (Jul - Sep),196452
Jharkhand,giridih,2019,Q3 (Jul - Sep),155689
Jharkhand,deoghar,2019,Q3 (Jul - Sep),132603
Jharkhand,palamu,2019,Q3 (Jul - Sep),123609
Jharkhand,ramgarh,2019,Q3 (Jul - Sep),119804
Jharkhand,saraikela kharsawan,2019,Q3 (Jul - Sep),101247
Karnataka,bengaluru urban,2019,Q3 (Jul - Sep),6383771
Karnataka,mysuru,2019,Q3 (Jul - Sep),601068
Karnataka,belagavi,2019,Q3 (Jul - Sep),568340
Karnataka,dharwad,2019,Q3 (Jul - Sep),397243
Karnataka,ballari,2019,Q3 (Jul - Sep),376264
Karnataka,tumakuru,2019,Q3 (Jul - Sep),366543
Karnataka,dakshina kannada,2019,Q3 (Jul - Sep),363240
Karnataka,bengaluru rural,2019,Q3 (Jul - Sep),361924
Karnataka,kalaburagi,2019,Q3 (Jul - Sep),306756
Karnataka,kolar,2019,Q3 (Jul - Sep),277877
Kerala,ernakulam,2019,Q3 (Jul - Sep),553200
Kerala,thiruvananthapuram,2019,Q3 (Jul - Sep),340900
Kerala,kozhikode,2019,Q3 (Jul - Sep),294333
Kerala,malappuram,2019,Q3 (Jul - Sep),282514
Kerala,thrissur,2019,Q3 (Jul - Sep),259366
Kerala,kannur,2019,Q3 (Jul - Sep),204129
Kerala,palakkad,2019,Q3 (Jul - Sep),202761
Kerala,kollam,2019,Q3 (Jul - Sep),183743
Kerala,kottayam,2019,Q3 (Jul - Sep),169581
Kerala,alappuzha,2019,Q3 (Jul - Sep),166845
Ladakh,leh ladakh,2019,Q3 (Jul - Sep),31455
Ladakh,kargil,2019,Q3 (Jul - Sep),7718
Lakshadweep,lakshadweep,2019,Q3 (Jul - Sep),2117
Madhya Pradesh,indore,2019,Q3 (Jul - Sep),1071598
Madhya Pradesh,bhopal,2019,Q3 (Jul - Sep),846170
Madhya Pradesh,gwalior,2019,Q3 (Jul - Sep),417846
Madhya Pradesh,jabalpur,2019,Q3 (Jul - Sep),380209
Madhya Pradesh,ujjain,2019,Q3 (Jul - Sep),280589
Madhya Pradesh,sagar,2019,Q3 (Jul - Sep),243729
Madhya Pradesh,rewa,2019,Q3 (Jul - Sep),232367
Madhya Pradesh,chhindwara,2019,Q3 (Jul - Sep),214945
Madhya Pradesh,dhar,2019,Q3 (Jul - Sep),214712
Madhya Pradesh,satna,2019,Q3 (Jul - Sep),203019
Maharashtra,pune,2019,Q3 (Jul - Sep),4004991
Maharashtra,mumbai suburban,2019,Q3 (Jul - Sep),2407754
Maharashtra,thane,2019,Q3 (Jul - Sep),2396815
Maharashtra,nashik,2019,Q3 (Jul - Sep),1155897
Maharashtra,nagpur,2019,Q3 (Jul - Sep),1015333
Maharashtra,mumbai,2019,Q3 (Jul - Sep),889541
Maharashtra,aurangabad,2019,Q3 (Jul - Sep),841802
Maharashtra,ahmednagar,2019,Q3 (Jul - Sep),705492
Maharashtra,palghar,2019,Q3 (Jul - Sep),691229
Maharashtra,raigad,2019,Q3 (Jul - Sep),679155
Manipur,imphal west,2019,Q3 (Jul - Sep),45268
Manipur,imphal east,2019,Q3 (Jul - Sep),28331
Manipur,thoubal,2019,Q3 (Jul - Sep),12427
Manipur,bishnupur,2019,Q3 (Jul - Sep),11647
Manipur,churachandpur,2019,Q3 (Jul - Sep),9071
Manipur,kangpokpi,2019,Q3 (Jul - Sep),7621
Manipur,kakching,2019,Q3 (Jul - Sep),5355
Manipur,ukhrul,2019,Q3 (Jul - Sep),3488
Manipur,tamenglong,2019,Q3 (Jul - Sep),3085
Manipur,chandel,2019,Q3 (Jul - Sep),2581
Meghalaya,east khasi hills,2019,Q3 (Jul - Sep),38761
Meghalaya,west garo hills,2019,Q3 (Jul - Sep),18509
Meghalaya,ribhoi,2019,Q3 (Jul - Sep),9007
Meghalaya,east jaintia hills,2019,Q3 (Jul - Sep),6371
Meghalaya,west jaintia hills,2019,Q3 (Jul - Sep),3346
Meghalaya,north garo hills,2019,Q3 (Jul - Sep),2403
Meghalaya,east garo hills,2019,Q3 (Jul - Sep),2313
Meghalaya,south west garo hills,2019,Q3 (Jul - Sep),2306
Meghalaya,south garo hills,2019,Q3 (Jul - Sep),2020
Meghalaya,west khasi hills,2019,Q3 (Jul - Sep),1838
Mizoram,aizawl,2019,Q3 (Jul - Sep),18992
Mizoram,lunglei,2019,Q3 (Jul - Sep),4197
Mizoram,lawngtlai,2019,Q3 (Jul - Sep),2647
Mizoram,kolasib,2019,Q3 (Jul - Sep),2497
Mizoram,champhai,2019,Q3 (Jul - Sep),1733
Mizoram,mamit,2019,Q3 (Jul - Sep),1655
Mizoram,serchhip,2019,Q3 (Jul - Sep),1512
Mizoram,saiha,2019,Q3 (Jul - Sep),901
Nagaland,dimapur,2019,Q3 (Jul - Sep),41036
Nagaland,kohima,2019,Q3 (Jul - Sep),15677
Nagaland,mokokchung,2019,Q3 (Jul - Sep),5593
Nagaland,mon,2019,Q3 (Jul - Sep),3976
Nagaland,wokha,2019,Q3 (Jul - Sep),2961
Nagaland,phek,2019,Q3 (Jul - Sep),2642
Nagaland,tuensang,2019,Q3 (Jul - Sep),2599
Nagaland,zunheboto,2019,Q3 (Jul - Sep),2058
Nagaland,peren,2019,Q3 (Jul - Sep),1377
Nagaland,kiphire,2019,Q3 (Jul - Sep),1251
Odisha,khordha,2019,Q3 (Jul - Sep),916565
Odisha,cuttack,2019,Q3 (Jul - Sep),472851
Odisha,ganjam,2019,Q3 (Jul - Sep),414068
Odisha,baleshwar,2019,Q3 (Jul - Sep),329289
Odisha,jajapur,2019,Q3 (Jul - Sep),290776
Odisha,sundargarh,2019,Q3 (Jul - Sep),253356
Odisha,puri,2019,Q3 (Jul - Sep),247141
Odisha,bhadrak,2019,Q3 (Jul - Sep),208757
Odisha,kendujhar,2019,Q3 (Jul - Sep),208218
Odisha,anugul,2019,Q3 (Jul - Sep),187022
Puducherry,puducherry,2019,Q3 (Jul - Sep),150642
Puducherry,karaikal,2019,Q3 (Jul - Sep),15875
Puducherry,yanam,2019,Q3 (Jul - Sep),7342
Puducherry,mahe,2019,Q3 (Jul - Sep),4009
Punjab,ludhiana,2019,Q3 (Jul - Sep),601479
Punjab,sas nagar,2019,Q3 (Jul - Sep),385263
Punjab,amritsar,2019,Q3 (Jul - Sep),238628
Punjab,patiala,2019,Q3 (Jul - Sep),229488
Punjab,jalandhar,2019,Q3 (Jul - Sep),225027
Punjab,bathinda,2019,Q3 (Jul - Sep),162800
Punjab,fazilka,2019,Q3 (Jul - Sep),132573
Punjab,sangrur,2019,Q3 (Jul - Sep),127329
Punjab,hoshiarpur,2019,Q3 (Jul - Sep),99272
Punjab,gurdaspur,2019,Q3 (Jul - Sep),87043
Rajasthan,jaipur,2019,Q3 (Jul - Sep),2520933
Rajasthan,alwar,2019,Q3 (Jul - Sep),666462
Rajasthan,jodhpur,2019,Q3 (Jul - Sep),557784
Rajasthan,sikar,2019,Q3 (Jul - Sep),412367
Rajasthan,kota,2019,Q3 (Jul - Sep),399776
Rajasthan,ajmer,2019,Q3 (Jul - Sep),378921
Rajasthan,bhilwara,2019,Q3 (Jul - Sep),352747
Rajasthan,nagaur,2019,Q3 (Jul - Sep),337197
Rajasthan,udaipur,2019,Q3 (Jul - Sep),336408
Rajasthan,jhunjhunu,2019,Q3 (Jul - Sep),307034
Sikkim,east,2019,Q3 (Jul - Sep),49404
Sikkim,south,2019,Q3 (Jul - Sep),16016
Sikkim,west,2019,Q3 (Jul - Sep),9481
Sikkim,north,2019,Q3 (Jul - Sep),7227
Tamil Nadu,chennai,2019,Q3 (Jul - Sep),1090190
Tamil Nadu,thiruvallur,2019,Q3 (Jul - Sep),828137
Tamil Nadu,chengalpattu,2019,Q3 (Jul - Sep),744424
Tamil Nadu,coimbatore,2019,Q3 (Jul - Sep),669547
Tamil Nadu,kancheepuram,2019,Q3 (Jul - Sep),503192
Tamil Nadu,tiruppur,2019,Q3 (Jul - Sep),371296
Tamil Nadu,salem,2019,Q3 (Jul - Sep),342259
Tamil Nadu,madurai,2019,Q3 (Jul - Sep),305793
Tamil Nadu,krishnagiri,2019,Q3 (Jul - Sep),290478
Tamil Nadu,tiruchirappalli,2019,Q3 (Jul - Sep),261919
Telangana,hyderabad,2019,Q3 (Jul - Sep),2071673
Telangana,rangareddy,2019,Q3 (Jul - Sep),1826019
Telangana,medchal malkajgiri,2019,Q3 (Jul - Sep),1572320
Telangana,sangareddy,2019,Q3 (Jul - Sep),441944
Telangana,warangal urban,2019,Q3 (Jul - Sep),381730
Telangana,karimnagar,2019,Q3 (Jul - Sep),274735
Telangana,nalgonda,2019,Q3 (Jul - Sep),274568
Telangana,khammam,2019,Q3 (Jul - Sep),270101
Telangana,nizamabad,2019,Q3 (Jul - Sep),248977
Telangana,siddipet,2019,Q3 (Jul - Sep),196397
Tripura,west tripura,2019,Q3 (Jul - Sep),104949
Tripura,south tripura,2019,Q3 (Jul - Sep),26573
Tripura,sepahijala,2019,Q3 (Jul - Sep),24332
Tripura,north tripura,2019,Q3 (Jul - Sep),22522
Tripura,gomati,2019,Q3 (Jul - Sep),21722
Tripura,dhalai,2019,Q3 (Jul - Sep),18140
Tripura,khowai,2019,Q3 (Jul - Sep),15092
Tripura,unakoti,2019,Q3 (Jul - Sep),12126
Uttar Pradesh,gautam buddha nagar,2019,Q3 (Jul - Sep),1415905
Uttar Pradesh,lucknow,2019,Q3 (Jul - Sep),1124832
Uttar Pradesh,ghaziabad,2019,Q3 (Jul - Sep),1088568
Uttar Pradesh,prayagraj,2019,Q3 (Jul - Sep),667277
Uttar Pradesh,kanpur nagar,2019,Q3 (Jul - Sep),655175
Uttar Pradesh,varanasi,2019,Q3 (Jul - Sep),639586
Uttar Pradesh,agra,2019,Q3 (Jul - Sep),530228
Uttar Pradesh,gorakhpur,2019,Q3 (Jul - Sep),434172
Uttar Pradesh,meerut,2019,Q3 (Jul - Sep),408972
Uttar Pradesh,bareilly,2019,Q3 (Jul - Sep),356146
Uttarakhand,dehradun,2019,Q3 (Jul - Sep),486157
